"","X","specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass","flowers","fruit","leaves","bbch.f","bbch.v","flagged","note","flagged_question","question_note","entered_by","imput_date.GPS","pdsi","pdsi.sd","pdsi.min","spiyear.min","spispring.min","spisummer.min","spiyear.mean","spispring.mean","spisummer.mean"
"1230",1230,"munsoniana",12595680,"EKY",1999,7,19,"1999-07-19","Kentucky","fleming","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12595680",-83.68285734,38.37367748,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",0.184152540403529,1.71004191370729,-4.78000020980835,-3.10617852210999,-3.10617852210999,-2.6718442440033,2.74611284112325e-05,6.6146174503956e-05,6.6146174503956e-05
"1231",1231,"texana",13497916,"TEX",1995,3,14,"1995-03-14","Texas","GOLIAD","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497916",-97.313333,28.866667,"geo_referenced","Y","N","Y",67,17,"","","","","SC","",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1232",1232,"texana",19452747,"UCHT",2002,3,16,"2002-03-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452747",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,11,"","","","","SC","date",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1233",1233,"texana",11535474,"LSU",1945,5,30,"1945-05-30","Texas","wilson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535474",-98.08359605,29.17861779,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.085932204168353,2.35280854690884,-5.15999984741211,-2.49546408653259,-2.43099021911621,-2.49546408653259,0.000894190277904272,0.000747838814277202,0.000747838814277202
"1234",1234,"texana",13508013,"TEX",2004,3,31,"2004-03-31","Texas","Victoria","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13508013",-96.986833,28.617139,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.180338981750784,2.13552247747671,-4.92999982833862,-2.66930150985718,-2.44871187210083,-2.66930150985718,0.00034576331381686,0.000331223156535998,0.000331223156535998
"1235",1235,"texana",13615008,"TEX",2008,7,15,"2008-07-15","Texas","Brooks","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13615008",-98.324167,26.8155,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",-0.220338971906547,2.13622318610658,-4.5,-2.81237745285034,-2.81237745285034,-2.76710534095764,-0.000185076598427258,-3.8757840229664e-05,-3.8757840229664e-05
"1236",1236,"texana",13283622,"TENN",2002,3,16,"2002-03-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283622",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,11,"","","","","SC","date",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1237",1237,"texana",13574012,"TEX",1953,4,3,"1953-04-03","Texas","kenedy","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13574012",-97.74774243,26.93197368,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",-0.108220351386373,2.234591135506,-5.03000020980835,-2.45450973510742,-2.4369158744812,-2.45450973510742,-8.18961507320637e-06,8.40036009321921e-05,8.40036009321921e-05
"1238",1238,"texana",7444296,"NCSC",1945,5,30,"1945-05-30","Texas","wilson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444296",-98.08359605,29.17861779,"county_centroid","N","N","Y",NA,NA,"","","","","SC","date",0.085932204168353,2.35280854690884,-5.15999984741211,-2.49546408653259,-2.43099021911621,-2.49546408653259,0.000894190277904272,0.000747838814277202,0.000747838814277202
"1239",1239,"texana",16080392,"FLAS",2012,6,21,"2012-06-21","Texas","Burnet","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080392",-98.37465,30.7511667,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.142627113577673,2.17076788683558,-5.32000017166138,-2.99024319648743,-2.73718786239624,-2.99024319648743,0.000652928778436035,0.000301855587167665,0.000301855587167665
"1240",1240,"texana",13497912,"TEX",1929,0,0,"1929-00-00","Texas","kleberg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497912",-97.76652034,27.44342002,"county_centroid","Y","N","Y",67,15,"","","","","SC","",-0.146949150836316,2.24009939614486,-5.36999988555908,-2.3672149181366,-2.1842634677887,-2.3672149181366,0.000191570346942171,6.48419663775712e-05,6.48419663775712e-05
"1241",1241,"texana",5734266,"LSU",1984,2,25,"1984-02-25","Texas","bexar","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734266",-98.52547249,29.45110519,"county_centroid","Y","N","Y",65,10,"","","","","SC","",0.120847453821008,2.33917969478319,-4.8899998664856,-2.49546408653259,-2.43099021911621,-2.49546408653259,0.000894190277904272,0.000747838814277202,0.000747838814277202
"1242",1242,"texana",13497918,"TEX",1937,3,1,"1937-03-01","Texas","gonzales","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497918",-97.49800186,29.45523463,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.160254238031299,2.1723410678439,-5.21999979019165,-2.67969155311584,-2.67969155311584,-2.61102199554443,0.000697296229191124,0.000513036560732871,0.000513036560732871
"1243",1243,"texana",13626407,"TEX",2007,6,11,"2007-06-11","TEXAS","Wilson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13626407",-98.111306,29.174472,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.085932204168353,2.35280854690884,-5.15999984741211,-2.49546408653259,-2.43099021911621,-2.49546408653259,0.000894190277904272,0.000747838814277202,0.000747838814277202
"1244",1244,"texana",19452746,"UCHT",2002,3,16,"2002-03-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452746",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,11,"","","","","SC","date",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1245",1245,"texana",20375067,"DES",2015,3,27,"2015-03-27","Texas","Wilson County","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20375067",-98.24034,29.07929,"geo_referenced","N","Y","Y",89,15,"","","","","SC","date",0.085932204168353,2.35280854690884,-5.15999984741211,-2.49546408653259,-2.43099021911621,-2.49546408653259,0.000894190277904272,0.000747838814277202,0.000747838814277202
"1246",1246,"texana",13497919,"TEX",1930,3,29,"1930-03-29","Texas","victoria","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497919",-96.97743574,28.79016418,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.180338981750784,2.13552247747671,-4.92999982833862,-2.66930150985718,-2.44871187210083,-2.66930150985718,0.00034576331381686,0.000331223156535998,0.000331223156535998
"1247",1247,"texana",13426398,"LL",1966,3,18,"1966-03-18","Texas","starr","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13426398",-98.74476286,26.569175,"county_centroid","Y","N","Y",67,17,"","","","","SC","",-0.17372880711899,2.18651922916708,-4.6399998664856,-2.81237745285034,-2.81237745285034,-2.76710534095764,-0.000185076598427258,-3.8757840229664e-05,-3.8757840229664e-05
"1248",1248,"texana",19452744,"UCHT",2002,3,16,"2002-03-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452744",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,15,"","","","","SC","date",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1249",1249,"texana",16080452,"FLAS",2012,7,10,"2012-07-10","Texas","mason","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080452",-99.24229061,30.71288723,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.147033898917548,2.11526009624981,-4.82999992370605,-2.59153199195862,-2.59153199195862,-2.4780797958374,0.000458881899248809,0.000307438720483333,0.000307438720483333
"1250",1250,"texana",16080391,"FLAS",2012,6,21,"2012-06-21","Texas","Burnet","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080391",-98.37465,30.7511667,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.142627113577673,2.17076788683558,-5.32000017166138,-2.99024319648743,-2.73718786239624,-2.99024319648743,0.000652928778436035,0.000301855587167665,0.000301855587167665
"1251",1251,"texana",16080393,"FLAS",2012,6,21,"2012-06-21","Texas","Llano","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080393",-98.8257833,30.7134833,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.154999996930108,2.16665393881921,-5.30999994277954,-2.99024319648743,-2.73718786239624,-2.99024319648743,0.000652928778436035,0.000301855587167665,0.000301855587167665
"1252",1252,"texana",16080394,"FLAS",2012,6,21,"2012-06-21","Texas","Llano","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080394",-98.8257833,30.7134833,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.154999996930108,2.16665393881921,-5.30999994277954,-2.99024319648743,-2.73718786239624,-2.99024319648743,0.000652928778436035,0.000301855587167665,0.000301855587167665
"1253",1253,"texana",16080390,"FLAS",2012,6,21,"2012-06-21","Texas","Burnet","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16080390",-98.37465,30.7511667,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.142627113577673,2.17076788683558,-5.32000017166138,-2.99024319648743,-2.73718786239624,-2.99024319648743,0.000652928778436035,0.000301855587167665,0.000301855587167665
"1254",1254,"texana",13625173,"TEX",2001,9,17,"2001-09-17","Texas","WILSON","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13625173",-98.176944,29.092222,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.085932204168353,2.35280854690884,-5.15999984741211,-2.49546408653259,-2.43099021911621,-2.49546408653259,0.000894190277904272,0.000747838814277202,0.000747838814277202
"1255",1255,"texana",13497914,"TEX",1931,2,21,"1931-02-21","Texas","llano","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497914",-98.68997391,30.70058622,"county_centroid","Y","N","Y",65,10,"Y","two collection dates","","","SC","",0.154999996930108,2.16665393881921,-5.30999994277954,-2.99024319648743,-2.73718786239624,-2.99024319648743,0.000652928778436035,0.000301855587167665,0.000301855587167665
"1256",1256,"texana",13497913,"TEX",1928,5,14,"1928-05-14","Texas","kenedy","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497913",-97.74774243,26.93197368,"county_centroid","Y","N","Y",67,15,"","","","","SC","",-0.108220351386373,2.234591135506,-5.03000020980835,-2.45450973510742,-2.4369158744812,-2.45450973510742,-8.18961507320637e-06,8.40036009321921e-05,8.40036009321921e-05
"1257",1257,"texana",20277239,"CLEMS",1987,7,26,"1987-07-26","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20277239",-97.42760509,28.65732462,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1258",1258,"texana",16561207,"BRIT",1945,5,30,"1945-05-30","Texas","Wilson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16561207",-98.086573,29.174006,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.085932204168353,2.35280854690884,-5.15999984741211,-2.49546408653259,-2.43099021911621,-2.49546408653259,0.000894190277904272,0.000747838814277202,0.000747838814277202
"1259",1259,"texana",13574013,"TEX",1961,4,3,"1961-04-03","Texas","brooks","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13574013",-98.22451572,27.03884859,"county_centroid","N","Y","Y",89,19,"","","","","SC","",-0.214745763247296,2.2575005789552,-4.98999977111816,-2.47324800491333,-2.12165260314941,-2.47324800491333,-0.000495726009830832,-0.000721266202162951,-0.000721266202162951
"1260",1260,"texana",13497915,"TEX",1995,3,13,"1995-03-13","Texas","BEXAR","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497915",-98.422222,29.191667,"geo_referenced","Y","N","Y",67,15,"","","","","SC","",0.085932204168353,2.35280854690884,-5.15999984741211,-2.49546408653259,-2.43099021911621,-2.49546408653259,0.000894190277904272,0.000747838814277202,0.000747838814277202
"1261",1261,"texana",13508659,"TEX",2003,10,15,"2003-10-15","Texas","Refugio","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13508659",-97.155017,28.4818,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.122118643911208,2.23932828714622,-4.84999990463257,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1262",1262,"texana",13508661,"TEX",2004,4,1,"2004-04-01","Texas","Refugio","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13508661",-97.191417,28.478972,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",0.122118643911208,2.23932828714622,-4.84999990463257,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1263",1263,"texana",13497917,"TEX",1933,4,17,"1933-04-17","Texas","bastrop","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497917",-97.31850459,30.09957763,"county_centroid","Y","N","Y",89,17,"","","","","SC","",0.169067789847821,2.15680636536919,-5.75,-2.84332704544067,-2.84332704544067,-2.73487424850464,0.000613014737609774,0.000488890684209764,0.000488890684209764
"1264",1264,"texana",13508660,"TEX",2003,10,20,"2003-10-20","Texas","Goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13508660",-97.251233,28.646867,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1265",1265,"texana",13422312,"LL",1949,4,26,"1949-04-26","Texas","brooks","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422312",-98.22451572,27.03884859,"county_centroid","N","N","Y",NA,NA,"","","","","DB","",-0.214745763247296,2.2575005789552,-4.98999977111816,-2.47324800491333,-2.12165260314941,-2.47324800491333,-0.000495726009830832,-0.000721266202162951,-0.000721266202162951
"1266",1266,"texana",13574014,"TEX",1992,5,24,"1992-05-24","Texas","Bexar","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13574014",-98.451111,29.176944,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.085932204168353,2.35280854690884,-5.15999984741211,-2.49546408653259,-2.43099021911621,-2.49546408653259,0.000894190277904272,0.000747838814277202,0.000747838814277202
"1267",1267,"texana",13622294,"TEX",2007,6,11,"2007-06-11","Texas","Wilson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13622294",-98.111056,29.174889,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.085932204168353,2.35280854690884,-5.15999984741211,-2.49546408653259,-2.43099021911621,-2.49546408653259,0.000894190277904272,0.000747838814277202,0.000747838814277202
"1268",1268,"texana",13618943,"TEX",2004,4,21,"2004-04-21","Texas","Goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13618943",-97.245778,28.644667,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1269",1269,"texana",13508662,"TEX",2003,10,16,"2003-10-16","Texas","Goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13508662",-97.246667,28.644467,"geo_referenced","N","N","Y",NA,NA,"","","","","DB","",0.175593213257143,2.21629687645767,-5.30999994277954,-2.95841240882874,-2.48155522346497,-2.95841240882874,0.000466238096123561,0.000355967291397974,0.000355967291397974
"1270",1270,"maritima",20412431,"PH",1895,8,26,"1895-08-26","Delaware","sussex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412431",-75.40668896,38.66573496,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",NA,NA,NA,-2.53560924530029,-2.21684789657593,-2.53560924530029,-1.12478765004198e-05,1.37188444568892e-05,1.37188444568892e-05
"1271",1271,"maritima",20412767,"PH",1863,8,6,"1863-08-06","New Jersey","ocean","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412767",-74.28385628,39.91416146,"county_centroid","N","N","Y",NA,NA,"","","","","SC","",-0.0337288179198059,1.66995203405466,-4.92999982833862,-2.74033284187317,-2.74033284187317,-2.36973810195923,7.41223539080238e-06,9.2821144789923e-05,9.2821144789923e-05
"1272",1272,"maritima",17184397,"NY",1909,5,16,"1909-05-16","New Jersey","Middlesex Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17184397",-74.332092,40.434273,"geo_referenced","Y","N","Y",67,17,"","","","","SC","",0.0172033833844934,1.59540733568461,-4.67000007629395,-2.61880922317505,-2.555495262146,-2.61880922317505,5.11284233652987e-05,6.21794679318555e-05,6.21794679318555e-05
"1273",1273,"maritima",20412406,"PH",1915,NA,NA,"","Pennsylvania","bucks","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412406",-75.10510737,40.34553954,"county_centroid","","","",NA,NA,"Y","no image","","","SC","",0.0264406761754367,1.50250304445901,-3.51999998092651,-2.43397235870361,-2.43397235870361,-2.3869948387146,5.82180700803292e-06,4.61500785604585e-05,4.61500785604585e-05
"1274",1274,"maritima",20412833,"PH",1938,7,31,"1938-07-31","New Jersey","atlantic","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412833",-74.67417523,39.4805908,"county_centroid","N","Y","Y",89,19,"","","","","SC","",NA,NA,NA,-2.74033284187317,-2.74033284187317,-2.36973810195923,7.41223539080238e-06,9.2821144789923e-05,9.2821144789923e-05
"1275",1275,"maritima",24089116,"VT",1986,8,16,"1986-08-16","Connecticut","New London","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24089116",-72.02754,41.35785,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",NA,NA,NA,-2.89803957939148,-2.87546253204346,-2.89803957939148,0.000144770630868152,0.000146301172208041,0.000146301172208041
"1276",1276,"maritima",20412415,"PH",1910,7,19,"1910-07-19","New Jersey","Ocean","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412415",-74.068193,40.08304,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",0.0172033833844934,1.59540733568461,-4.67000007629395,-2.61880922317505,-2.555495262146,-2.61880922317505,5.11284233652987e-05,6.21794679318555e-05,6.21794679318555e-05
"1277",1277,"maritima",15369784,"NCU",1971,9,30,"1971-09-30","Delaware","sussex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369784",-75.40668896,38.66573496,"county_centroid","N","Y","Y",89,19,"","","","","SC","",NA,NA,NA,-2.53560924530029,-2.21684789657593,-2.53560924530029,-1.12478765004198e-05,1.37188444568892e-05,1.37188444568892e-05
"1278",1278,"maritima",15020806,"NY",2015,9,19,"2015-09-19","New Jersey","Monmouth Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15020806",-74.004006,40.471892,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",0.0172033833844934,1.59540733568461,-4.67000007629395,-2.61880922317505,-2.555495262146,-2.61880922317505,5.11284233652987e-05,6.21794679318555e-05,6.21794679318555e-05
"1279",1279,"maritima",17193164,"NY",1892,5,8,"1892-05-08","New York","Richmond Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17193164",-74.1782,40.612604,"geo_referenced","Y","N","Y",65,9,"","","","","SC","",-0.0228813516007642,1.66587268319069,-3.79999995231628,-2.61880922317505,-2.555495262146,-2.61880922317505,5.11284233652987e-05,6.21794679318555e-05,6.21794679318555e-05
"1280",1280,"maritima",13273986,"TENN",2001,5,14,"2001-05-14","Massachusetts","essex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273986",-70.97771424,42.66979675,"county_centroid","Y","N","Y",65,17,"","","","","SC","",NA,NA,NA,-2.94702744483948,-2.79799389839172,-2.94702744483948,0.000131898152176291,0.000135270529426634,0.000135270529426634
"1281",1281,"maritima",21371568,"DOV",1999,4,26,"1999-04-26","Delaware","sussex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371568",-75.40668896,38.66573496,"county_centroid","Y","N","Y",65,9,"","","","","SC","",NA,NA,NA,-2.53560924530029,-2.21684789657593,-2.53560924530029,-1.12478765004198e-05,1.37188444568892e-05,1.37188444568892e-05
"1282",1282,"maritima",20412843,"PH",1934,6,3,"1934-06-03","New Jersey","Cumberland","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412843",-74.974485,39.314178,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",NA,NA,NA,-2.74033284187317,-2.74033284187317,-2.36973810195923,7.41223539080238e-06,9.2821144789923e-05,9.2821144789923e-05
"1283",1283,"maritima",24059553,"VT",1906,5,20,"1906-05-20","Massachusetts","Nantucket","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24059553",-70.11468,41.31079,"geo_referenced","Y","N","Y",65,9,"","","","","SC","",NA,NA,NA,-3.29050898551941,-3.29050898551941,-3.08531045913696,0.000152384352986701,0.000169015911524184,0.000169015911524184
"1284",1284,"maritima",24121162,"VT",1897,5,23,"1897-05-23","Massachusetts","Suffolk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24121162",-70.99732,42.42183,"geo_referenced","Y","N","Y",65,15,"","","","","SC","",NA,NA,NA,-2.94702744483948,-2.79799389839172,-2.94702744483948,0.000131898152176291,0.000135270529426634,0.000135270529426634
"1285",1285,"maritima",20412798,"PH",1899,8,28,"1899-08-28","New Jersey","camden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412798",-74.9467993,39.79757601,"county_centroid","Y","N","Y",65,15,"Y","two collection dates","","","SC","",0.0294067763044672,1.69970097063016,-4.98999977111816,-2.74033284187317,-2.74033284187317,-2.36973810195923,7.41223539080238e-06,9.2821144789923e-05,9.2821144789923e-05
"1286",1286,"maritima",20412790,"PH",1886,5,9,"1886-05-09","New Jersey","Mercer","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412790",-74.72381,40.2167,"geo_referenced","Y","N","Y",67,15,"","","","","SC","",0.0473728797445863,1.55593511301449,-3.98000001907349,-2.61880922317505,-2.555495262146,-2.61880922317505,5.11284233652987e-05,6.21794679318555e-05,6.21794679318555e-05
"1287",1287,"maritima",20412838,"PH",NA,NA,NA,"0000-00-00","New Jersey","Atlantic","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412838",-74.422927,39.364283,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",NA,NA,NA,-2.74033284187317,-2.74033284187317,-2.36973810195923,7.41223539080238e-06,9.2821144789923e-05,9.2821144789923e-05
"1288",1288,"maritima",20412752,"PH",1930,5,2,"1930-05-02","New Jersey","Burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412752",-74.85724,39.853549,"geo_referenced","Y","N","N",65,0,"","","","","SC","",0.0294067763044672,1.69970097063016,-4.98999977111816,-2.74033284187317,-2.74033284187317,-2.36973810195923,7.41223539080238e-06,9.2821144789923e-05,9.2821144789923e-05
"1289",1289,"maritima",20412795,"PH",1916,5,14,"1916-05-14","New Jersey","Middlesex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412795",-74.365427,40.414829,"geo_referenced","Y","N","Y",65,9,"","","","","SC","",0.0172033833844934,1.59540733568461,-4.67000007629395,-2.61880922317505,-2.555495262146,-2.61880922317505,5.11284233652987e-05,6.21794679318555e-05,6.21794679318555e-05
"1290",1290,"maritima",17198149,"NY",1968,5,17,"1968-05-17","New York","Suffolk Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17198149",-73.119842,40.65445,"geo_referenced","Y","N","Y",65,15,"","","","","SC","",NA,NA,NA,-3.02995157241821,-3.02995157241821,-2.93444633483887,6.72993119223975e-05,0.000111175904748961,0.000111175904748961
"1291",1291,"maritima",20412835,"PH",1934,6,17,"1934-06-17","New Jersey","Atlantic","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412835",-74.513614,39.339578,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",NA,NA,NA,-2.74033284187317,-2.74033284187317,-2.36973810195923,7.41223539080238e-06,9.2821144789923e-05,9.2821144789923e-05
"1292",1292,"maritima",20412812,"PH",1907,9,10,"1907-09-10","New Jersey","cape may","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412812",-74.80786238,39.15103809,"county_centroid","N","Y","Y",89,19,"","","","","SC","",NA,NA,NA,-2.74033284187317,-2.74033284187317,-2.36973810195923,7.41223539080238e-06,9.2821144789923e-05,9.2821144789923e-05
"1293",1293,"maritima",17182649,"NY",NA,NA,NA,"","Massachusetts","Essex Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182649",-70.841161,42.67926,"geo_referenced","Y","N","Y",65,11,"Y","two collection dates","","","SC","",NA,NA,NA,-2.94702744483948,-2.79799389839172,-2.94702744483948,0.000131898152176291,0.000135270529426634,0.000135270529426634
"1294",1294,"maritima",12547821,"CHRB",1969,7,1,"1969-07-01","New York","suffolk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12547821",-72.84617815,40.86685832,"county_centroid","N","Y","Y",89,19,"","","","","SC","",NA,NA,NA,-2.82292795181274,-2.82292795181274,-2.75489354133606,5.61674969503656e-05,0.000111039829789661,0.000111039829789661
"1295",1295,"maritima",24508016,"CHRB",1985,4,20,"1985-04-20","New Jersey","atlantic","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24508016",-74.67417523,39.4805908,"county_centroid","Y","N","N",65,0,"","","","","SC","",NA,NA,NA,-2.74033284187317,-2.74033284187317,-2.36973810195923,7.41223539080238e-06,9.2821144789923e-05,9.2821144789923e-05
"1296",1296,"maritima",20412771,"PH",1940,5,9,"1940-05-09","New Jersey","Camden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412771",-75.01878,39.891501,"geo_referenced","Y","N","Y",65,10,"","","","","SC","",0.0584745808993861,1.63274642888303,-4.80999994277954,-2.77268099784851,-2.70475220680237,-2.77268099784851,7.55034170651925e-06,3.95643946831115e-05,3.95643946831115e-05
"1297",1297,"maritima",20412811,"PH",1907,9,13,"1907-09-13","New Jersey","Cape May","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412811",-74.795085,39.010898,"geo_referenced","N","N","Y",NA,NA,"","","","","SC","",NA,NA,NA,-2.74033284187317,-2.74033284187317,-2.36973810195923,7.41223539080238e-06,9.2821144789923e-05,9.2821144789923e-05
"1298",1298,"maritima",21371577,"DOV",1932,NA,NA,"","Maryland","worcester","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371577",-75.34420461,38.2264833,"county_centroid","","","",NA,NA,"Y","no image","","","SC","",-0.00449152211895434,1.6774398476999,-3.97000002861023,-2.53560924530029,-2.21684789657593,-2.53560924530029,-1.12478765004198e-05,1.37188444568892e-05,1.37188444568892e-05
"1299",1299,"maritima",20010746,"NY",1887,8,0,"1887-08-00","New Jersey","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20010746",-73.989861,40.443164,"geo_referenced","N","Y","Y",89,19,"","","","","SC","",NA,NA,NA,-3.02995157241821,-3.02995157241821,-2.93444633483887,6.72993119223975e-05,0.000111175904748961,0.000111175904748961
