"","specificEpithet","id","institutionCode","year","month","day","eventDate","stateProvince","county","references","lon","lat","geoclass","flowers","fruit","leaves","bbch.f","bbch.v","flagged","note","flagged_question","question_note","entered_by","imput_date.GPS","eventDate2","eventDate3","doy","doy.cent","bbch.v.scale","bbch.short"
"531","texana",19452747,"UCHT",2002,3,16,"2002-03-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452747",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,11,"","","","","SC","date","2002-3-16",2002-03-16,75,-29.2438057482656,3,2
"532","texana",13283622,"TENN",2002,3,16,"2002-03-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283622",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,11,"","","","","SC","date","2002-3-16",2002-03-16,75,-29.2438057482656,3,2
"533","texana",13497912,"TEX",1929,4,15,"1929-00-00","Texas","kleberg","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497912",-97.76652034,27.44342002,"county_centroid","Y","N","Y",67,15,"","","","","SC","","1929-4-15",1929-04-15,105,0.756194251734385,4,2
"534","texana",5734266,"LSU",1984,2,25,"1984-02-25","Texas","bexar","https://midwestherbaria.org/portal/collections/individual/index.php?occid=5734266",-98.52547249,29.45110519,"county_centroid","Y","N","Y",65,10,"","","","","SC","","1984-2-25",1984-02-25,56,-48.2438057482656,3,2
"535","texana",19452746,"UCHT",2002,3,16,"2002-03-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452746",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,11,"","","","","SC","date","2002-3-16",2002-03-16,75,-29.2438057482656,3,2
"536","texana",13426398,"LL",1966,3,18,"1966-03-18","Texas","starr","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13426398",-98.74476286,26.569175,"county_centroid","Y","N","Y",67,17,"","","","","SC","","1966-3-18",1966-03-18,77,-27.2438057482656,5,3
"537","texana",19452744,"UCHT",2002,3,16,"2002-03-16","Texas","goliad","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19452744",-97.42760509,28.65732462,"county_centroid","Y","N","Y",65,15,"","","","","SC","date","2002-3-16",2002-03-16,75,-29.2438057482656,4,2
"538","texana",13497914,"TEX",1931,2,21,"1931-02-21","Texas","llano","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497914",-98.68997391,30.70058622,"county_centroid","Y","N","Y",65,10,"Y","two collection dates","","","SC","","1931-2-21",1931-02-21,52,-52.2438057482656,3,2
"539","texana",13497913,"TEX",1928,5,14,"1928-05-14","Texas","kenedy","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497913",-97.74774243,26.93197368,"county_centroid","Y","N","Y",67,15,"","","","","SC","","1928-5-14",1928-05-14,135,30.7561942517344,4,2
"540","texana",13497915,"TEX",1995,3,13,"1995-03-13","Texas","BEXAR","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13497915",-98.422222,29.191667,"geo_referenced","Y","N","Y",67,15,"","","","","SC","","1995-3-13",1995-03-13,72,-32.2438057482656,4,2
"541","maritima",17184397,"NY",1909,5,16,"1909-05-16","New Jersey","Middlesex Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17184397",-74.332092,40.434273,"geo_referenced","Y","N","Y",67,17,"","","","","SC","","1909-5-16",1909-05-16,136,31.7561942517344,5,3
"542","maritima",17193164,"NY",1892,5,8,"1892-05-08","New York","Richmond Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17193164",-74.1782,40.612604,"geo_referenced","Y","N","Y",65,9,"","","","","SC","","1892-5-8",1892-05-08,129,24.7561942517344,2,1
"543","maritima",13273986,"TENN",2001,5,14,"2001-05-14","Massachusetts","essex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273986",-70.97771424,42.66979675,"county_centroid","Y","N","Y",65,17,"","","","","SC","","2001-5-14",2001-05-14,134,29.7561942517344,5,3
"544","maritima",21371568,"DOV",1999,4,26,"1999-04-26","Delaware","sussex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371568",-75.40668896,38.66573496,"county_centroid","Y","N","Y",65,9,"","","","","SC","","1999-4-26",1999-04-26,116,11.7561942517344,2,1
"545","maritima",24059553,"VT",1906,5,20,"1906-05-20","Massachusetts","Nantucket","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24059553",-70.11468,41.31079,"geo_referenced","Y","N","Y",65,9,"","","","","SC","","1906-5-20",1906-05-20,140,35.7561942517344,2,1
"546","maritima",24121162,"VT",1897,5,23,"1897-05-23","Massachusetts","Suffolk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24121162",-70.99732,42.42183,"geo_referenced","Y","N","Y",65,15,"","","","","SC","","1897-5-23",1897-05-23,143,38.7561942517344,4,2
"547","maritima",20412798,"PH",1899,8,28,"1899-08-28","New Jersey","camden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412798",-74.9467993,39.79757601,"county_centroid","Y","N","Y",65,15,"Y","two collection dates","","","SC","","1899-8-28",1899-08-28,240,135.756194251734,4,2
"548","maritima",20412790,"PH",1886,5,9,"1886-05-09","New Jersey","Mercer","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412790",-74.72381,40.2167,"geo_referenced","Y","N","Y",67,15,"","","","","SC","","1886-5-9",1886-05-09,129,24.7561942517344,4,2
"549","maritima",20412752,"PH",1930,5,2,"1930-05-02","New Jersey","Burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412752",-74.85724,39.853549,"geo_referenced","Y","N","N",65,0,"","","","","SC","","1930-5-2",1930-05-02,122,17.7561942517344,1,1
"550","maritima",20412795,"PH",1916,5,14,"1916-05-14","New Jersey","Middlesex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412795",-74.365427,40.414829,"geo_referenced","Y","N","Y",65,9,"","","","","SC","","1916-5-14",1916-05-14,135,30.7561942517344,2,1
"551","maritima",17198149,"NY",1968,5,17,"1968-05-17","New York","Suffolk Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17198149",-73.119842,40.65445,"geo_referenced","Y","N","Y",65,15,"","","","","SC","","1968-5-17",1968-05-17,138,33.7561942517344,4,2
"552","maritima",17182649,"NY",1980,4,15,"","Massachusetts","Essex Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17182649",-70.841161,42.67926,"geo_referenced","Y","N","Y",65,11,"Y","two collection dates","","","SC","","1980-4-15",1980-04-15,106,1.75619425173439,3,2
"553","maritima",24508016,"CHRB",1985,4,20,"1985-04-20","New Jersey","atlantic","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24508016",-74.67417523,39.4805908,"county_centroid","Y","N","N",65,0,"","","","","SC","","1985-4-20",1985-04-20,110,5.75619425173439,1,1
"554","maritima",20412771,"PH",1940,5,9,"1940-05-09","New Jersey","Camden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412771",-75.01878,39.891501,"geo_referenced","Y","N","Y",65,10,"","","","","SC","","1940-5-9",1940-05-09,130,25.7561942517344,3,2
"555","maritima",17192911,"NY",1873,5,15,"1873-05-00","New York","Suffolk Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17192911",-72.618295,40.970488,"geo_referenced","Y","N","Y",65,9,"Y","two collection dates","","","SC","","1873-5-15",1873-05-15,135,30.7561942517344,2,1
"556","maritima",24051683,"VT",1906,5,20,"1906-05-20","Massachusetts","Nantucket","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24051683",-70.11468,41.31079,"geo_referenced","Y","N","N",65,0,"","","","","SC","","1906-5-20",1906-05-20,140,35.7561942517344,1,1
"557","maritima",17200603,"NY",1927,5,21,"1927-05-21","New York","Suffolk Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17200603",-73.346005,40.902488,"geo_referenced","Y","N","Y",67,17,"","","","","DB","","1927-5-21",1927-05-21,141,36.7561942517344,5,3
"558","maritima",12548005,"CHRB",1985,4,20,"1985-04-20","New Jersey","atlantic","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12548005",-74.67417523,39.4805908,"county_centroid","Y","N","Y",61,0,"","","","","DB","","1985-4-20",1985-04-20,110,5.75619425173439,1,1
"559","maritima",20412766,"PH",1877,6,15,"1877-06-00","New Jersey","Camden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412766",-74.887386,39.769838,"geo_referenced","Y","N","Y",65,17,"","","","","DB","","1877-6-15",1877-06-15,166,61.7561942517344,5,3
"560","maritima",24122092,"VT",1921,5,13,"1921-05-13","Massachusetts","Essex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24122092",-71.1911,42.73394,"geo_referenced","Y","N","Y",65,0,"","","","","DB","","1921-5-13",1921-05-13,133,28.7561942517344,1,1
"561","maritima",24766351,"NY",1886,5,15,"1886-05-00","New York","Queens Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24766351",-73.82849,40.7617,"geo_referenced","Y","N","Y",65,11,"","","","","DB","","1886-5-15",1886-05-15,135,30.7561942517344,3,2
"562","maritima",20412789,"PH",1950,4,16,"1950-04-16","New Jersey","Mercer","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412789",-74.580873,40.138259,"geo_referenced","Y","N","Y",67,17,"","","","","DB","","1950-4-16",1950-04-16,106,1.75619425173439,5,3
"563","maritima",20412777,"PH",1872,4,15,"1872-04-00","New Jersey","Cape May","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412777",-74.897079,38.938318,"geo_referenced","Y","Y","Y",65,0,"Y","two collection dates","","","DB","date","1872-4-15",1872-04-15,106,1.75619425173439,1,1
"564","maritima",20412769,"PH",1900,5,2,"1900-05-02","New Jersey","Camden","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412769",-74.982944,39.811503,"geo_referenced","Y","N","Y",67,15,"","","","","DB","","1900-5-2",1900-05-02,122,17.7561942517344,4,2
"565","maritima",12652473,"UT",1985,5,4,"1985-05-04","New Jersey","atlantic","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12652473",-74.67417523,39.4805908,"county_centroid","Y","N","N",62,0,"","","","","DB","date","1985-5-4",1985-05-04,124,19.7561942517344,1,1
"566","maritima",12547822,"CHRB",1930,5,11,"1930-05-11","New Jersey","ocean","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12547822",-74.28385628,39.91416146,"county_centroid","Y","N","Y",65,9,"","","","","DB","","1930-5-11",1930-05-11,131,26.7561942517344,2,1
"567","maritima",20412779,"PH",1953,4,28,"1953-04-28","New Jersey","cape may","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412779",-74.80786238,39.15103809,"county_centroid","Y","N","Y",67,19,"","","","","DB","","1953-4-28",1953-04-28,118,13.7561942517344,6,4
"568","maritima",20412759,"PH",1946,4,27,"1946-04-27","New Jersey","burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412759",-74.6657928,39.8845274,"county_centroid","Y","N","N",67,0,"","","","","DB","","1946-4-27",1946-04-27,117,12.7561942517344,1,1
"569","maritima",20412760,"PH",1930,5,2,"1930-05-02","New Jersey","Burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412760",-74.85724,39.853549,"geo_referenced","Y","N","N",65,0,"","","","","SC","","1930-5-2",1930-05-02,122,17.7561942517344,1,1
"570","maritima",21371564,"DOV",1935,5,8,"1935-05-08","Delaware","sussex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371564",-75.40668896,38.66573496,"county_centroid","Y","N","Y",65,0,"","","","","SC","","1935-5-8",1935-05-08,128,23.7561942517344,1,1
"571","maritima",20412421,"PH",1931,5,17,"1931-05-17","New Jersey","Ocean","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412421",-74.331088,40.003496,"geo_referenced","Y","N","N",65,0,"","","","","SC","","1931-5-17",1931-05-17,137,32.7561942517344,1,1
"572","maritima",21371575,"DOV",1935,4,27,"1935-04-27","Delaware","sussex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371575",-75.40668896,38.66573496,"county_centroid","Y","N","N",64,0,"","","","","SC","","1935-4-27",1935-04-27,117,12.7561942517344,1,1
"573","maritima",19989475,"NY",1903,5,16,"1903-05-16","New York","Richmond Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19989475",-74.239502,40.508526,"geo_referenced","Y","N","Y",65,9,"","","","","SC","","1903-5-16",1903-05-16,136,31.7561942517344,2,1
"574","maritima",17194889,"NY",1926,5,17,"1926-05-17","New York","","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17194889",-72.952297,40.854732,"geo_referenced","Y","N","Y",65,15,"","","","","SC","","1926-5-17",1926-05-17,137,32.7561942517344,4,2
"575","maritima",24087852,"VT",1887,6,19,"1887-06-19","Maine","York","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24087852",-70.62949,43.32509,"geo_referenced","Y","N","Y",60,9,"Y","two collection dates","","","SC","","1887-6-19",1887-06-19,170,65.7561942517344,2,1
"576","maritima",20412753,"PH",1905,4,30,"1905-04-30","New Jersey","Burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412753",-74.576292,39.969408,"geo_referenced","Y","N","Y",65,9,"","","","","SC","","1905-4-30",1905-04-30,120,15.7561942517344,2,1
"577","maritima",19212150,"UCHT",2001,5,1,"2001-05-01","Massachusetts","essex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212150",-70.97771424,42.66979675,"county_centroid","Y","N","Y",67,17,"","","","","SC","date","2001-5-1",2001-05-01,121,16.7561942517344,5,3
"578","maritima",20412837,"PH",1922,4,30,"1922-04-30","New Jersey","Atlantic","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412837",-74.778776,39.515116,"geo_referenced","Y","N","Y",65,9,"","","","","SC","","1922-4-30",1922-04-30,120,15.7561942517344,2,1
"579","maritima",20412796,"PH",1953,5,4,"1953-05-04","New Jersey","Monmouth","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412796",-74.104863,40.233421,"geo_referenced","Y","N","Y",65,11,"","","","","SC","","1953-5-4",1953-05-04,124,19.7561942517344,3,2
"580","maritima",17566672,"SIM",1907,5,12,"1907-05-12","New York","Richmond","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566672",-74.21773,40.541151,"geo_referenced","Y","N","N",60,0,"","","","","SC","","1907-5-12",1907-05-12,132,27.7561942517344,1,1
"581","maritima",20412799,"PH",1938,5,8,"1938-05-08","New Jersey","Monmouth","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412799",-74.091193,40.287345,"geo_referenced","Y","N","Y",65,9,"Y","two collection dates","","","SC","","1938-5-8",1938-05-08,128,23.7561942517344,2,1
"582","maritima",11659099,"MUHW",1925,5,24,"1925-05-24","Massachusetts","essex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659099",-70.97771424,42.66979675,"county_centroid","Y","N","N",67,0,"","","","","SC","date","1925-5-24",1925-05-24,144,39.7561942517344,1,1
"583","maritima",20412748,"PH",1875,5,14,"1875-05-14","New Jersey","Burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412748",-74.682936,39.972058,"geo_referenced","Y","N","Y",65,9,"Y","two collection dates","","","SC","","1875-5-14",1875-05-14,134,29.7561942517344,2,1
"584","maritima",15369801,"NCU",1978,4,30,"1978-04-30","Delaware","sussex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369801",-75.40668896,38.66573496,"county_centroid","Y","N","N",65,0,"","","","","SC","","1978-4-30",1978-04-30,120,15.7561942517344,1,1
"585","maritima",20013583,"NY",1882,5,29,"1882-05-29","New York","Orange Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20013583",-73.955972,41.391483,"geo_referenced","Y","N","Y",65,11,"","","","","SC","","1882-5-29",1882-05-29,149,44.7561942517344,3,2
"586","maritima",20412787,"PH",1897,5,15,"1897-05-00","New Jersey","Cape May","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412787",-74.814889,38.99178,"geo_referenced","Y","N","Y",65,11,"Y","two collection dates","","","SC","","1897-5-15",1897-05-15,135,30.7561942517344,3,2
"587","maritima",12548021,"CHRB",1939,4,30,"1939-04-30","New Jersey","gloucester","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12548021",-75.13739449,39.71494423,"county_centroid","Y","N","N",65,0,"","","","","SC","","1939-4-30",1939-04-30,120,15.7561942517344,1,1
"588","maritima",12547818,"CHRB",1910,4,30,"1910-04-30","New Jersey","cape may","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12547818",-74.80786238,39.15103809,"county_centroid","Y","N","Y",60,10,"","","","","SC","","1910-4-30",1910-04-30,120,15.7561942517344,3,2
"589","maritima",24512934,"CHRB",1958,5,17,"1958-05-17","New Jersey","ocean","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24512934",-74.28385628,39.91416146,"county_centroid","Y","N","Y",65,17,"","","","","DB","date","1958-5-17",1958-05-17,137,32.7561942517344,5,3
"590","maritima",12548020,"CHRB",1973,5,3,"1973-05-03","New Jersey","ocean","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12548020",-74.28385628,39.91416146,"county_centroid","Y","N","Y",65,10,"","","","","DB","","1973-5-3",1973-05-03,123,18.7561942517344,3,2
"591","maritima",20412756,"PH",1900,5,6,"1900-05-06","New Jersey","Burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412756",-74.823496,39.900947,"geo_referenced","Y","N","N",65,0,"","","","","DB","","1900-5-6",1900-05-06,126,21.7561942517344,1,1
"592","maritima",21371570,"DOV",1967,4,24,"1967-04-24","Delaware","sussex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=21371570",-75.40668896,38.66573496,"county_centroid","Y","N","Y",64,7,"","","","","DB","","1967-4-24",1967-04-24,114,9.75619425173439,2,1
"593","maritima",24070933,"VT",1881,6,15,"1881-06-00","Massachusetts","Barnstable","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24070933",-70.59874,41.58565,"geo_referenced","Y","N","Y",67,15,"","","","","DB","","1881-6-15",1881-06-15,166,61.7561942517344,4,2
"594","maritima",20412803,"PH",1938,5,8,"1938-05-08","New Jersey","Monmouth","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412803",-74.091193,40.287345,"geo_referenced","Y","N","Y",65,15,"","","","","DB","","1938-5-8",1938-05-08,128,23.7561942517344,4,2
"595","maritima",13273988,"TENN",2001,5,16,"2001-05-16","New York","suffolk","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273988",-72.84617815,40.86685832,"county_centroid","Y","N","N",65,0,"Y","two collections","","","DB","","2001-5-16",2001-05-16,136,31.7561942517344,1,1
"596","maritima",17566666,"SIM",1879,5,10,"1879-05-10","New York","Richmond","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566666",-74.249312,40.511217,"geo_referenced","Y","N","Y",63,10,"","","","","DB","","1879-5-10",1879-05-10,130,25.7561942517344,3,2
"597","maritima",20412781,"PH",1899,5,10,"1899-05-10","New Jersey","Cape May","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412781",-74.82093,38.979083,"geo_referenced","Y","N","Y",67,17,"Y","multi-collections","","","DB","","1899-5-10",1899-05-10,130,25.7561942517344,5,3
"598","maritima",20412755,"PH",1907,5,30,"1907-05-30","New Jersey","Burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412755",-74.710011,39.976453,"geo_referenced","Y","N","Y",67,17,"","","","","DB","","1907-5-30",1907-05-30,150,45.7561942517344,5,3
"599","maritima",16666854,"FSU",1957,5,10,"1957-05-10","New Jersey","ocean","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16666854",-74.28385628,39.91416146,"county_centroid","Y","N","N",65,0,"","","","","DB","date","1957-5-10",1957-05-10,130,25.7561942517344,1,1
"600","maritima",17566674,"SIM",1925,5,3,"1925-05-03","New York","Richmond","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566674",-74.249312,40.511217,"geo_referenced","Y","N","Y",67,17,"","","","","DB","","1925-5-3",1925-05-03,123,18.7561942517344,5,3
"601","maritima",20412754,"PH",1926,5,8,"1926-05-08","New Jersey","Burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412754",-74.844199,39.981884,"geo_referenced","Y","N","Y",65,11,"","","","","DB","","1926-5-8",1926-05-08,128,23.7561942517344,3,2
"602","maritima",17193302,"NY",1898,5,30,"1898-05-30","New York","Suffolk Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17193302",-72.410387,40.864927,"geo_referenced","Y","N","Y",65,9,"","","","","DB","","1898-5-30",1898-05-30,150,45.7561942517344,2,1
"603","maritima",11586392,"IND",1936,5,15,"1936-05-15","Massachusetts","Essex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586392",-70.873065,42.760027,"geo_referenced","Y","N","Y",67,11,"","","","","DB","","1936-5-15",1936-05-15,136,31.7561942517344,3,2
"604","maritima",24096177,"VT",1976,4,29,"1976-04-29","Massachusetts","Barnstable","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24096177",-70.06702,41.74543,"geo_referenced","Y","N","N",65,0,"","","","","DB","","1976-4-29",1976-04-29,120,15.7561942517344,1,1
"605","maritima",17192162,"NY",1920,5,27,"1920-05-27","New York","Nassau Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17192162",-73.646312,40.725207,"geo_referenced","Y","N","Y",69,15,"","","","","DB","","1920-5-27",1920-05-27,148,43.7561942517344,4,2
"606","maritima",17566673,"SIM",1907,5,12,"1907-05-12","New York","Richmond","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566673",-74.213478,40.55566,"geo_referenced","Y","N","Y",65,10,"","","","","DB","","1907-5-12",1907-05-12,132,27.7561942517344,3,2
"607","maritima",20412420,"PH",1905,4,30,"1905-04-30","New Jersey","Ocean","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20412420",-74.530709,40.067614,"geo_referenced","Y","N","Y",65,9,"Y","two collection","","","DB","","1905-4-30",1905-04-30,120,15.7561942517344,2,1
"608","maritima",14682261,"NY",2015,5,18,"2015-05-18","New York","Suffolk Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=14682261",-71.90233,41.07206,"geo_referenced","Y","N","Y",65,10,"","","","","DB","","2015-5-18",2015-05-18,138,33.7561942517344,3,2
"609","maritima",12547819,"CHRB",1985,5,15,"1985-05-00","New Jersey","atlantic","https://midwestherbaria.org/portal/collections/individual/index.php?occid=12547819",-74.67417523,39.4805908,"county_centroid","Y","N","Y",60,15,"","","","","DB","","1985-5-15",1985-05-15,135,30.7561942517344,4,2
"610","maritima",24508024,"CHRB",1923,4,28,"1923-04-28","New Jersey","burlington","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24508024",-74.6657928,39.8845274,"county_centroid","Y","N","Y",65,9,"","","","","DB","","1923-4-28",1923-04-28,118,13.7561942517344,2,1
"611","maritima",24103016,"VT",1876,6,15,"1876-09-00","Massachusetts","Dukes","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24103016",-70.65456,41.40013,"geo_referenced","Y","N","Y",65,11,"Y","two collection dates","","","DB","date","1876-6-15",1876-06-15,167,62.7561942517344,3,2
"612","maritima",24699122,"NY",1885,5,22,"1885-05-22","New Jersey","Ocean Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24699122",-74.163931,40.00215,"geo_referenced","Y","N","N",64,0,"","","","","DB","","1885-5-22",1885-05-22,142,37.7561942517344,1,1
"613","maritima",17198148,"NY",1966,5,12,"1966-05-12","New York","Suffolk Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17198148",-73.119842,40.65445,"geo_referenced","Y","N","Y",65,0,"Y","two collections","","","DB","","1966-5-12",1966-05-12,132,27.7561942517344,1,1
"614","maritima",20003453,"NY",1884,4,15,"1884-00-00","New York","Richmond Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=20003453",-74.239502,40.508526,"geo_referenced","Y","N","Y",67,15,"","","","","DB","","1884-4-15",1884-04-15,106,1.75619425173439,4,2
"615","maritima",17566671,"SIM",1903,4,26,"1903-04-26","New Jersey","Ocean","https://midwestherbaria.org/portal/collections/individual/index.php?occid=17566671",-74.311257,40.014561,"geo_referenced","Y","N","N",62,0,"","","","","DB","","1903-4-26",1903-04-26,116,11.7561942517344,1,1
"616","maritima",24086287,"VT",1910,5,27,"1910-05-27","Massachusetts","Essex","https://midwestherbaria.org/portal/collections/individual/index.php?occid=24086287",-70.80036,42.75266,"geo_referenced","Y","N","Y",67,17,"","","","","DB","","1910-5-27",1910-05-27,147,42.7561942517344,5,3
"617","rivularis",25114018,"SAT",1990,3,24,"1990-03-24","Texas","mitchell","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25114018",-100.9201946,32.29813475,"county_centroid","Y","N","Y",65,11,"","","","","SC","","1990-3-24",1990-03-24,83,-21.2438057482656,3,2
"618","rivularis",25174277,"SAT",2008,3,17,"2008-03-17","Texas","kerr","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25174277",-99.3564152,30.03887905,"county_centroid","Y","N","Y",65,9,"Y","two collection dates","","","SC","","2008-3-17",2008-03-17,77,-27.2438057482656,2,1
"619","rivularis",19993923,"NY",1991,5,8,"1991-05-08","Colorado","Baca Co.","https://midwestherbaria.org/portal/collections/individual/index.php?occid=19993923",-103.0778,37.1412,"geo_referenced","Y","N","Y",65,19,"","","","","SC","","1991-5-8",1991-05-08,128,23.7561942517344,6,4
"620","rivularis",13283347,"TENN",2002,3,19,"2002-03-19","Texas","williamson","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283347",-97.60538469,30.64929589,"county_centroid","Y","N","Y",65,9,"","","","","SC","date","2002-3-19",2002-03-19,78,-26.2438057482656,2,1
"621","rivularis",25141962,"SAT",1998,4,4,"1998-04-04","Texas","concho","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25141962",-99.87990241,31.32956439,"county_centroid","Y","N","Y",65,15,"","","","","SC","","1998-4-4",1998-04-04,94,-10.2438057482656,4,2
"622","rivularis",25145280,"SAT",1998,4,4,"1998-04-04","Texas","concho","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25145280",-99.87990241,31.32956439,"county_centroid","Y","N","Y",65,17,"","","","","SC","","1998-4-4",1998-04-04,94,-10.2438057482656,5,3
"623","rivularis",16514059,"COLO",1997,3,28,"1997-03-28","Texas","gillespie","https://midwestherbaria.org/portal/collections/individual/index.php?occid=16514059",-98.93732734,30.30096526,"county_centroid","Y","N","Y",65,11,"","","","","SC","date","1997-3-28",1997-03-28,87,-17.2438057482656,3,2
"624","rivularis",13498917,"TEX",1997,3,29,"1997-03-29","Texas","schleicher","https://midwestherbaria.org/portal/collections/individual/index.php?occid=13498917",-100.5442188,30.88557287,"county_centroid","Y","N","Y",65,11,"","","","","SC","","1997-3-29",1997-03-29,88,-16.2438057482656,3,2
"625","rivularis",25155967,"SAT",1992,3,14,"1992-03-14","Texas","kimble","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25155967",-99.74423801,30.45792874,"county_centroid","Y","N","N",65,0,"","","","","SC","","1992-3-14",1992-03-14,74,-30.2438057482656,1,1
"626","rivularis",22620300,"KANU",1969,4,24,"1969-04-24","Kansas","Chautauqua","https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620300",-96.45426,37.10416,"geo_referenced","Y","N","Y",65,17,"","","","","SC","","1969-4-24",1969-04-24,114,9.75619425173439,5,3
"627","rivularis",25160676,"SAT",1973,3,26,"1973-03-26","Texas","kerr","https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160676",-99.3564152,30.03887905,"county_centroid","Y","N","Y",65,15,"","","","","SC","","1973-3-26",1973-03-26,85,-19.2438057482656,4,2
