Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,483,Leaves,2016,5,21,142,2457530,15,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,483,Leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,5
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,483,Leaves,2016,11,27,332,2457720,9,2016,11,27,332,2457720,-9999
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,483,Leaves,2016,5,21,142,2457530,15,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,483,Leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,-9999
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,483,Leaves,2016,5,21,142,2457530,15,2016,10,4,278,2457666,1
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,483,Leaves,2016,10,8,282,2457670,3,2016,12,11,346,2457734,8
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,483,Leaves,2016,5,21,142,2457530,15,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,483,Leaves,2016,10,8,282,2457670,3,2016,11,6,311,2457699,-9999
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,498,Colored leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,5
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,498,Colored leaves,2016,11,27,332,2457720,9,2016,11,27,332,2457720,-9999
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,498,Colored leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,-9999
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,498,Colored leaves,2016,10,8,282,2457670,3,2016,12,11,346,2457734,8
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,498,Colored leaves,2016,10,5,279,2457667,11,2016,11,6,311,2457699,-9999
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,500,Flowers or flower buds,2016,5,9,130,2457518,3,2016,5,27,148,2457536,120
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,500,Flowers or flower buds,2016,5,21,142,2457530,15,2016,5,27,148,2457536,2
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,500,Flowers or flower buds,2016,5,9,130,2457518,3,2016,5,9,130,2457518,12
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,500,Flowers or flower buds,2016,5,23,144,2457532,2,2016,5,23,144,2457532,6
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,500,Flowers or flower buds,2016,5,21,142,2457530,15,2016,5,27,148,2457536,2
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,501,Open flowers,2016,5,21,142,2457530,15,2016,5,27,148,2457536,120
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,501,Open flowers,2016,5,21,142,2457530,15,2016,5,21,142,2457530,8
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,501,Open flowers,2016,5,21,142,2457530,15,2016,5,21,142,2457530,8
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,502,Pollen release (flowers),2016,5,21,142,2457530,15,2016,5,29,150,2457538,118
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,502,Pollen release (flowers),2016,5,21,142,2457530,15,2016,5,21,142,2457530,8
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,502,Pollen release (flowers),2016,5,21,142,2457530,15,2016,5,21,142,2457530,8
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,504,Recent fruit or seed drop,2016,9,24,268,2457656,118,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,504,Recent fruit or seed drop,2016,10,8,282,2457670,3,2016,11,6,311,2457699,12
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,504,Recent fruit or seed drop,2016,10,8,282,2457670,3,2016,10,8,282,2457670,8
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87761,504,Recent fruit or seed drop,2016,10,30,304,2457692,7,2016,11,6,311,2457699,7
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,504,Recent fruit or seed drop,2016,10,30,304,2457692,154,2016,10,30,304,2457692,-9999
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,516,Fruits,2016,9,24,268,2457656,118,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,516,Fruits,2016,10,8,282,2457670,3,2016,10,8,282,2457670,21
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87758,516,Fruits,2016,11,6,311,2457699,7,2016,11,6,311,2457699,12
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,87759,516,Fruits,2016,10,16,290,2457678,8,2016,10,16,290,2457678,13
20343,42.300278,-71.124771,30,MA,100,Quercus,alba,white oak,Plantae,88311,516,Fruits,2016,10,16,290,2457678,8,2016,10,16,290,2457678,13
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,371,Breaking leaf buds,2016,4,24,115,2457503,10,2016,5,9,130,2457518,12
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,371,Breaking leaf buds,2016,5,6,127,2457515,12,2016,5,21,142,2457530,8
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86287,371,Breaking leaf buds,2016,4,24,115,2457503,10,2016,5,9,130,2457518,12
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,371,Breaking leaf buds,2016,4,24,115,2457503,10,2016,5,9,130,2457518,12
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,87760,371,Breaking leaf buds,2016,4,24,115,2457503,10,2016,5,9,130,2457518,12
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,390,Ripe fruits,2016,9,24,268,2457656,118,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,390,Ripe fruits,2016,10,16,290,2457678,11,2016,10,23,297,2457685,6
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,390,Ripe fruits,2016,10,30,304,2457692,1,2016,11,13,318,2457706,14
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,390,Ripe fruits,2016,9,20,264,2457652,114,2016,9,20,264,2457652,15
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,390,Ripe fruits,2016,11,6,311,2457699,7,2016,11,6,311,2457699,1
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,390,Ripe fruits,2016,9,20,264,2457652,114,2016,9,20,264,2457652,15
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,390,Ripe fruits,2016,10,16,290,2457678,11,2016,11,6,311,2457699,13
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,467,Increasing leaf size,2016,5,21,142,2457530,15,2016,5,29,150,2457538,93
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,467,Increasing leaf size,2016,5,21,142,2457530,15,2016,5,29,150,2457538,93
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86287,467,Increasing leaf size,2016,5,21,142,2457530,15,2016,5,29,150,2457538,93
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,467,Increasing leaf size,2016,5,21,142,2457530,15,2016,5,29,150,2457538,93
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,87760,467,Increasing leaf size,2016,5,21,142,2457530,15,2016,5,29,150,2457538,93
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,471,Falling leaves,2016,10,8,282,2457670,3,2016,11,27,332,2457720,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,471,Falling leaves,2016,10,8,282,2457670,3,2016,11,27,332,2457720,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86287,471,Falling leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,471,Falling leaves,2016,10,15,289,2457677,5,2016,11,27,332,2457720,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,87760,471,Falling leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,483,Leaves,2016,5,9,130,2457518,15,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,483,Leaves,2016,10,8,282,2457670,3,2016,11,27,332,2457720,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,483,Leaves,2016,5,21,142,2457530,15,2016,9,25,269,2457657,10
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,483,Leaves,2016,10,8,282,2457670,3,2016,11,19,324,2457712,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86287,483,Leaves,2016,5,6,127,2457515,12,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86287,483,Leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,14
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,483,Leaves,2016,5,9,130,2457518,3,2016,9,25,269,2457657,10
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,483,Leaves,2016,10,8,282,2457670,3,2016,11,27,332,2457720,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,87760,483,Leaves,2016,5,6,127,2457515,12,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,87760,483,Leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,14
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,498,Colored leaves,2016,10,8,282,2457670,3,2016,11,27,332,2457720,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,498,Colored leaves,2016,10,8,282,2457670,3,2016,11,19,324,2457712,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86287,498,Colored leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,14
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,498,Colored leaves,2016,10,8,282,2457670,3,2016,10,8,282,2457670,2
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,498,Colored leaves,2016,10,15,289,2457677,5,2016,11,27,332,2457720,-9999
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,87760,498,Colored leaves,2016,10,8,282,2457670,3,2016,11,13,318,2457706,14
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,500,Flowers or flower buds,2016,5,6,127,2457515,12,2016,5,6,127,2457515,15
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,500,Flowers or flower buds,2016,5,6,127,2457515,12,2016,5,6,127,2457515,15
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,500,Flowers or flower buds,2016,5,27,148,2457536,6,2016,5,27,148,2457536,2
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86287,500,Flowers or flower buds,2016,4,24,115,2457503,10,2016,5,9,130,2457518,12
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,500,Flowers or flower buds,2016,5,6,127,2457515,12,2016,5,6,127,2457515,15
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,87760,500,Flowers or flower buds,2016,4,24,115,2457503,10,2016,5,9,130,2457518,12
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,501,Open flowers,2016,5,6,127,2457515,12,2016,5,6,127,2457515,15
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,501,Open flowers,2016,5,6,127,2457515,12,2016,5,6,127,2457515,15
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,501,Open flowers,2016,5,27,148,2457536,6,2016,5,27,148,2457536,2
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86287,501,Open flowers,2016,4,24,115,2457503,10,2016,5,9,130,2457518,12
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,501,Open flowers,2016,5,6,127,2457515,12,2016,5,6,127,2457515,15
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,87760,501,Open flowers,2016,5,6,127,2457515,12,2016,5,6,127,2457515,15
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,502,Pollen release (flowers),2016,5,27,148,2457536,6,2016,5,27,148,2457536,2
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86287,502,Pollen release (flowers),2016,5,9,130,2457518,15,2016,5,9,130,2457518,12
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,504,Recent fruit or seed drop,2016,8,30,243,2457631,93,2016,11,13,318,2457706,14
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,504,Recent fruit or seed drop,2016,8,30,243,2457631,93,2016,11,6,311,2457699,1
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86287,504,Recent fruit or seed drop,2016,8,30,243,2457631,93,2016,10,30,304,2457692,28
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,504,Recent fruit or seed drop,2016,9,20,264,2457652,114,2016,11,19,324,2457712,8
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,87760,504,Recent fruit or seed drop,2016,9,24,268,2457656,118,2016,10,30,304,2457692,8
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,516,Fruits,2016,9,24,268,2457656,118,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,516,Fruits,2016,10,16,290,2457678,11,2016,10,23,297,2457685,6
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86285,516,Fruits,2016,10,30,304,2457692,1,2016,11,13,318,2457706,14
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,516,Fruits,2016,9,20,264,2457652,114,2016,9,20,264,2457652,15
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86286,516,Fruits,2016,11,6,311,2457699,7,2016,11,6,311,2457699,1
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,516,Fruits,2016,9,20,264,2457652,114,2016,9,24,268,2457656,11
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,86288,516,Fruits,2016,10,16,290,2457678,11,2016,11,6,311,2457699,13
20343,42.300278,-71.124771,30,MA,102,Quercus,rubra,northern red oak,Plantae,87760,516,Fruits,2016,8,30,243,2457631,93,2016,8,30,243,2457631,36
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92203,371,Breaking leaf buds,2016,4,30,121,2457509,2,2016,4,30,121,2457509,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92203,371,Breaking leaf buds,2016,5,9,130,2457518,3,2016,5,18,139,2457527,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92203,371,Breaking leaf buds,2016,5,21,142,2457530,1,2016,5,21,142,2457530,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92203,371,Breaking leaf buds,2016,5,29,150,2457538,2,2016,5,29,150,2457538,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,371,Breaking leaf buds,2016,4,14,105,2457493,1,2016,4,14,105,2457493,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,371,Breaking leaf buds,2016,4,16,107,2457495,1,2016,4,16,107,2457495,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,371,Breaking leaf buds,2016,4,18,109,2457497,1,2016,5,9,130,2457518,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,371,Breaking leaf buds,2016,5,11,132,2457520,1,2016,5,11,132,2457520,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,371,Breaking leaf buds,2016,5,29,150,2457538,2,2016,5,29,150,2457538,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,371,Breaking leaf buds,2016,6,2,154,2457542,2,2016,6,2,154,2457542,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92206,371,Breaking leaf buds,2016,4,18,109,2457497,1,2016,4,19,110,2457498,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92206,371,Breaking leaf buds,2016,4,24,115,2457503,2,2016,5,2,123,2457511,4
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92206,371,Breaking leaf buds,2016,5,9,130,2457518,3,2016,5,9,130,2457518,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,371,Breaking leaf buds,2016,4,18,109,2457497,1,2016,4,18,109,2457497,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,371,Breaking leaf buds,2016,4,21,112,2457500,1,2016,4,21,112,2457500,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,371,Breaking leaf buds,2016,4,24,115,2457503,2,2016,4,26,117,2457505,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,371,Breaking leaf buds,2016,4,30,121,2457509,3,2016,5,9,130,2457518,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,371,Breaking leaf buds,2016,5,11,132,2457520,1,2016,5,13,134,2457522,4
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,390,Ripe fruits,2016,7,7,189,2457577,3,2016,7,7,189,2457577,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,390,Ripe fruits,2016,8,12,225,2457613,5,2016,8,12,225,2457613,8
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,390,Ripe fruits,2016,8,23,236,2457624,1,2016,8,23,236,2457624,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,390,Ripe fruits,2016,9,10,254,2457642,2,2016,9,10,254,2457642,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,390,Ripe fruits,2016,9,18,262,2457650,2,2016,10,19,293,2457681,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,390,Ripe fruits,2016,10,23,297,2457685,1,2016,10,23,297,2457685,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,390,Ripe fruits,2016,10,28,302,2457690,4,2016,10,28,302,2457690,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,390,Ripe fruits,2016,11,4,309,2457697,5,2016,11,4,309,2457697,5
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,390,Ripe fruits,2016,11,10,315,2457703,1,2016,11,11,316,2457704,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,390,Ripe fruits,2016,11,18,323,2457711,5,2016,11,18,323,2457711,7
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92206,390,Ripe fruits,2016,8,12,225,2457613,10,2016,8,12,225,2457613,14
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92206,390,Ripe fruits,2016,9,18,262,2457650,7,2016,10,19,293,2457681,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,390,Ripe fruits,2016,9,18,262,2457650,7,2016,9,18,262,2457650,4
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92203,467,Increasing leaf size,2016,5,12,133,2457521,1,2016,5,23,144,2457532,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92203,467,Increasing leaf size,2016,5,26,147,2457535,1,2016,5,29,150,2457538,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92203,467,Increasing leaf size,2016,6,3,155,2457543,1,2016,6,4,156,2457544,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92203,467,Increasing leaf size,2016,6,8,160,2457548,1,2016,6,9,161,2457549,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92203,467,Increasing leaf size,2016,6,11,163,2457551,1,2016,6,11,163,2457551,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92203,467,Increasing leaf size,2016,6,16,168,2457556,1,2016,6,16,168,2457556,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,4,22,113,2457501,1,2016,4,24,115,2457503,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,4,27,118,2457506,1,2016,5,18,139,2457527,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,5,21,142,2457530,1,2016,5,23,144,2457532,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,5,26,147,2457535,1,2016,5,29,150,2457538,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,6,3,155,2457543,1,2016,6,4,156,2457544,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,6,8,160,2457548,1,2016,6,9,161,2457549,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,6,11,163,2457551,1,2016,6,11,163,2457551,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,6,20,172,2457560,1,2016,6,20,172,2457560,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,7,9,191,2457579,1,2016,7,9,191,2457579,5
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,8,3,216,2457604,1,2016,8,3,216,2457604,4
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,8,23,236,2457624,1,2016,8,23,236,2457624,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,9,10,254,2457642,2,2016,9,10,254,2457642,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92204,467,Increasing leaf size,2016,9,25,269,2457657,1,2016,9,25,269,2457657,5
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92206,467,Increasing leaf size,2016,4,27,118,2457506,1,2016,5,11,132,2457520,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92206,467,Increasing leaf size,2016,5,13,134,2457522,1,2016,5,13,134,2457522,7
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92206,467,Increasing leaf size,2016,5,23,144,2457532,3,2016,5,27,148,2457536,4
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92206,467,Increasing leaf size,2016,6,4,156,2457544,2,2016,6,4,156,2457544,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92206,467,Increasing leaf size,2016,6,8,160,2457548,1,2016,6,11,163,2457551,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,467,Increasing leaf size,2016,5,2,123,2457511,1,2016,5,2,123,2457511,4
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,467,Increasing leaf size,2016,5,9,130,2457518,3,2016,5,13,134,2457522,4
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,467,Increasing leaf size,2016,5,26,147,2457535,6,2016,5,26,147,2457535,1
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,467,Increasing leaf size,2016,5,29,150,2457538,2,2016,5,29,150,2457538,2
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,467,Increasing leaf size,2016,6,4,156,2457544,2,2016,6,4,156,2457544,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,467,Increasing leaf size,2016,6,8,160,2457548,1,2016,6,11,163,2457551,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,467,Increasing leaf size,2016,6,20,172,2457560,5,2016,6,20,172,2457560,3
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,467,Increasing leaf size,2016,7,9,191,2457579,5,2016,7,9,191,2457579,24
21276,42.303822,-71.120308,13,MA,61,Acer,saccharum,sugar maple,Plantae,92208,467,Increasing leaf size,2016,8,3,216,2457604,1,2016,8,3,216,2457604,9
