name,GEN.SPA,Force,Light,Chill,good_flaskid,11/23/17,11/26/17,11/28/17,12/1/17,,,,,,,,,12/3/17,,,,,,,,,12/5/17,,,,,,,,
CORCOR 17 HF DB,COR.COR,W,S,1,WS1_4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 5 HF DB,PRU.VIR,W,S,1,WS1_4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN18 HF DB,ACE.PEN,W,S,1,WS1_3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC12 HF DB,ACE.SAC,W,S,1,WS1_3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE06 HF DB,VIB.ACE,W,S,1,WS1_3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 24 HF DB,PRU.PEN,W,S,1,WS1_24,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 7 HF DB,PRU.VIR,W,S,1,WS1_24,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE08 HF DB,VIB.ACE,W,S,1,WS1_24,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL33 HF DB,BET.ALL,W,S,1,WS1_23,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 14 HF DB,ILE.MUC,W,S,1,WS1_23,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 1 HF DB,VAC.COR,W,S,1,WS1_23,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC11 HF DB,ACE.SAC,W,S,1,WS1_22,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL33 HF DB,BET.ALL,W,S,1,WS1_22,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE02 HF DB,VIB.ACE,W,S,1,WS1_22,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB28 HF DB,ACE.RUB,W,S,1,WS1_21,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 8 HF DB,COM.PER,W,S,1,WS1_21,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE4 HF DB,VIB.ACE,W,S,1,WS1_21,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC11 HF DB,ACE.SAC,W,S,1,WS1_20,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR14 HF DB,COR.COR,W,S,1,WS1_20,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 24 HF DB,PRU.PEN,W,S,1,WS1_20,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL32 HF DB,BET.ALL,W,S,1,WS1_2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR08_HF,COR.COR,W,S,1,WS1_2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER05 HF DB,ILE.VER,W,S,1,WS1_2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN19 HF DB,ACE.PEN,W,S,1,WS1_19,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR07_HF,COR.COR,W,S,1,WS1_19,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 14 HF DB,ILE.MUC,W,S,1,WS1_19,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB29 HF DB,ACE.RUB,W,S,1,WS1_18,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER08 HF DB,ILE.VER,W,S,1,WS1_18,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 3 HF DB,PRU.VIR,W,S,1,WS1_18,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN16 HF DB,ACE.PEN,W,S,1,WS1_17,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB26 HF DB,ACE.RUB,W,S,1,WS1_17,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 7 HF DB,VAC.COR,W,S,1,WS1_17,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN14 HF DB,ACE.PEN,W,S,1,WS1_16,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 10 HF DB,ILE.MUC,W,S,1,WS1_16,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 7 HF DB,PRU.VIR,W,S,1,WS1_16,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC18 HF DB,ACE.SAC,W,S,1,WS1_15,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER05 HF DB,ILE.VER,W,S,1,WS1_15,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN17 HF DB,PRU.PEN,W,S,1,WS1_15,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB28 HF DB,ACE.RUB,W,S,1,WS1_14,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 12 HF DB,ILE.MUC,W,S,1,WS1_14,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER 5 HF DB,ILE.VER,W,S,1,WS1_14,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 3 HF DB,COM.PER,W,S,1,WS1_13,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 4 HF DB,PRU.VIR,W,S,1,WS1_13,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 1 HF DB,VAC.COR,W,S,1,WS1_13,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 3 HF DB,COM.PER,W,S,1,WS1_12,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR10_HF,COR.COR,W,S,1,WS1_12,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 12 HF DB,ILE.MUC,W,S,1,WS1_12,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL26 HF DB,BET.ALL,W,S,1,WS1_11,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 2 HF DB,COM.PER,W,S,1,WS1_11,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 22 HF DB,PRU.PEN,W,S,1,WS1_11,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL32 HF DB,BET.ALL,W,S,1,WS1_10,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 3 HF DB,COM.PER,W,S,1,WS1_10,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN17 HF DB,PRU.PEN,W,S,1,WS1_10,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB25 HF DB,ACE.RUB,W,S,1,WS1_1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 14 HF DB,ILE.MUC,W,S,1,WS1_1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE07 HF DB,VIB.ACE,W,S,1,WS1_1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER ? HF DB,COM.PER,W,L,1,WL1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 13 HF DB,ILE.MUC,W,L,1,WL1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE08 HF DB,VIB.ACE,W,L,1,WL1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB25 HF DB,ACE.RUB,W,L,1,WL1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL31 HF DB,BET.ALL,W,L,1,WL1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 4 HF DB,COM.PER,W,L,1,WL1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL31 HF DB,BET.ALL,W,L,1,WL1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR06 HF,COR.COR,W,L,1,WL1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 26 HF DB,PRU.PEN,W,L,1,WL1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN17 HF DB,ACE.PEN,W,L,1,WL1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC18 HF DB,ACE.SAC,W,L,1,WL1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN17 HF DB,PRU.PEN,W,L,1,WL1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL34 HF DB,BET.ALL,W,L,1,WL1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR10_HF,COR.COR,W,L,1,WL1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 9 HF DB,ILE.MUC,W,L,1,WL1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN20 HF DB,ACE.PEN,W,L,1,WL1_4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR09_HF,COR.COR,W,L,1,WL1_4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 9 HF DB,ILE.MUC,W,L,1,WL1_4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC13 HF DB,ACE.SAC,W,L,1,WL1_3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL31 HF DB,BET.ALL,W,L,1,WL1_3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 24 HF DB,PRU.PEN,W,L,1,WL1_3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN14 HF DB,ACE.PEN,W,L,1,WL1_24,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 12 HF DB,ILE.MUC,W,L,1,WL1_24,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER06 HF DB,ILE.VER,W,L,1,WL1_24,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 14 HF DB,ILE.MUC,W,L,1,WL1_23,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER04 HF DB,ILE.VER,W,L,1,WL1_23,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 7 HF DB,VAC.COR,W,L,1,WL1_23,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR 15 HF DB,COR.COR,W,L,1,WL1_22,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 23 HF DB,PRU.PEN,W,L,1,WL1_22,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 7 HF DB,VAC.COR,W,L,1,WL1_22,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL26 HF DB,BET.ALL,W,L,1,WL1_21,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 13 HF DB,ILE.MUC,W,L,1,WL1_21,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 2 HF DB,VAC.COR,W,L,1,WL1_21,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB23 HF DB,ACE.RUB,W,L,1,WL1_20,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC13 HF DB,ACE.SAC,W,L,1,WL1_20,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 6 HF DB,COM.PER,W,L,1,WL1_20,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN19 HF DB,ACE.PEN,W,L,1,WL1_2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 5 HF DB,COM.PER,W,L,1,WL1_2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE06 HF DB,VIB.ACE,W,L,1,WL1_2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER07 HF DB,ILE.VER,W,L,1,WL1_19,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 2 HF DB,PRU.VIR,W,L,1,WL1_19,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE06 HF DB,VIB.ACE,W,L,1,WL1_19,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC11 HF DB,ACE.SAC,W,L,1,WL1_18,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR16 HF,COR.COR,W,L,1,WL1_18,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE4 HF DB,VIB.ACE,W,L,1,WL1_18,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN14 HF DB,ACE.PEN,W,L,1,WL1_17,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC17 HF DB,ACE.SAC,W,L,1,WL1_17,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE11 HF DB,VIB.ACE,W,L,1,WL1_17,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN16 HF DB,ACE.PEN,W,L,1,WL1_16,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB28 HF DB,ACE.RUB,W,L,1,WL1_16,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER06 HF DB,ILE.VER,W,L,1,WL1_16,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB23 HF DB,ACE.RUB,W,L,1,WL1_15,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER05 HF DB,ILE.VER,W,L,1,WL1_15,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 4 HF DB,PRU.VIR,W,L,1,WL1_15,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL31 HF DB,BET.ALL,W,L,1,WL1_14,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 5 HF DB,COM.PER,W,L,1,WL1_14,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR16_HF,COR.COR,W,L,1,WL1_14,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB22 HF DB,ACE.RUB,W,L,1,WL1_13,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 3 HF DB,COM.PER,W,L,1,WL1_13,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER05 HF DB,ILE.VER,W,L,1,WL1_13,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 22 HF DB,PRU.PEN,W,L,1,WL1_12,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 3 HF DB,PRU.VIR,W,L,1,WL1_12,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 9 HF DB,VAC.COR,W,L,1,WL1_12,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 6 HF DB,PRU.VIR,W,L,1,WL1_11,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 7 HF DB,VAC.COR,W,L,1,WL1_11,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE09 HF DB,VIB.ACE,W,L,1,WL1_11,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC12 HF DB,ACE.SAC,W,L,1,WL1_10,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 2 HF DB,PRU.VIR,W,L,1,WL1_10,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 6 HF DB,VAC.COR,W,L,1,WL1_10,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB27 HF DB,ACE.RUB,W,L,1,WL1_1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 24 HF DB,PRU.PEN,W,L,1,WL1_1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 2 HF DB,PRU.VIR,W,L,1,WL1_1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN15 HF DB,ACE.PEN,C,S,1,CS1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 8 HF DB,COM.PER,C,S,1,CS1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 21 HF DB,PRU.PEN,C,S,1,CS1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 6 HF DB,COM.PER,C,S,1,CS1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR 16 HF DB,COR.COR,C,S,1,CS1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 22 HF DB,PRU.PEN,C,S,1,CS1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC11 HF DB,ACE.SAC,C,S,1,CS1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL26 HF DB,BET.ALL,C,S,1,CS1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 21 HF DB,PRU.PEN,C,S,1,CS1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN18 HF DB,ACE.PEN,C,S,1,CS1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL32 HF DB,BET.ALL,C,S,1,CS1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 6 HF DB,VAC.COR,C,S,1,CS1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB28 HF DB,ACE.RUB,C,S,1,CS1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 7 HF DB,PRU.VIR,C,S,1,CS1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 9 HF DB,VAC.COR,C,S,1,CS1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 8 HF DB,COM.PER,C,S,1,CS1_4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 9 HF DB,VAC.COR,C,S,1,CS1_4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE10 HF DB,VIB.ACE,C,S,1,CS1_4,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC11 HF DB,ACE.SAC,C,S,1,CS1_3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR14 HF DB,COR.COR,C,S,1,CS1_3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER03 HF DB,ILE.VER,C,S,1,CS1_3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB23 HF DB,ACE.RUB,C,S,1,CS1_24,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 3 HF DB,VAC.COR,C,S,1,CS1_24,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE02 HF DB,VIB.ACE,C,S,1,CS1_24,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR 15 HF DB,COR.COR,C,S,1,CS1_23,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 12 HF DB,ILE.MUC,C,S,1,CS1_23,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 3 HF DB,VAC.COR,C,S,1,CS1_23,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB28 HF DB,ACE.RUB,C,S,1,CS1_22,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 6 HF DB,COM.PER,C,S,1,CS1_22,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR 15 HF DB,COR.COR,C,S,1,CS1_22,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL26 HF DB,BET.ALL,C,S,1,CS1_21,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER01 HF DB,ILE.VER,C,S,1,CS1_21,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE07 HF DB,VIB.ACE,C,S,1,CS1_21,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB27 HF DB,ACE.RUB,C,S,1,CS1_20,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 13 HF DB,ILE.MUC,C,S,1,CS1_20,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN16 HF DB,PRU.PEN,C,S,1,CS1_20,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 14 HF DB,ILE.MUC,C,S,1,CS1_2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 21 HF DB,PRU.PEN,C,S,1,CS1_2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE4 HF DB,VIB.ACE,C,S,1,CS1_2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN18 HF DB,ACE.PEN,C,S,1,CS1_19,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 11 HF DB,ILE.MUC,C,S,1,CS1_19,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 4 HF DB,PRU.VIR,C,S,1,CS1_19,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN19 HF DB,ACE.PEN,C,S,1,CS1_18,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 4 HF DB,PRU.VIR,C,S,1,CS1_18,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE01 HF DB,VIB.ACE,C,S,1,CS1_18,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB25 HF DB,ACE.RUB,C,S,1,CS1_17,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC12 HF DB,ACE.SAC,C,S,1,CS1_17,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL25 HF DB,BET.ALL,C,S,1,CS1_17,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN20 HF DB,ACE.PEN,C,S,1,CS1_16,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC19 HF DB,ACE.SAC,C,S,1,CS1_16,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 10 HF DB,ILE.MUC,C,S,1,CS1_16,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 1 HF DB,COM.PER,C,S,1,CS1_15,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR09_HF,COR.COR,C,S,1,CS1_15,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER01 HF DB,ILE.VER,C,S,1,CS1_15,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 11 HF DB,ILE.MUC,C,S,1,CS1_14,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER05 HF DB,ILE.VER,C,S,1,CS1_14,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 5 HF DB,PRU.VIR,C,S,1,CS1_14,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER6 HF DB,ILE.VER,C,S,1,CS1_13,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN16 HF DB,PRU.PEN,C,S,1,CS1_13,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 5 HF DB,PRU.VIR,C,S,1,CS1_13,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN14 HF DB,ACE.PEN,C,S,1,CS1_12,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 6 HF DB,COM.PER,C,S,1,CS1_12,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER05 HF DB,ILE.VER,C,S,1,CS1_12,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACERUB22 HF DB,ACE.RUB,C,S,1,CS1_11,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUVIR 7 HF DB,PRU.VIR,C,S,1,CS1_11,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCOR 10 HF DB,VAC.COR,C,S,1,CS1_11,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC12 HF DB,ACE.SAC,C,S,1,CS1_10,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL26 HF DB,BET.ALL,C,S,1,CS1_10,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE? HF DB,VIB.ACE,C,S,1,CS1_10,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC17 HF DB,ACE.SAC,C,S,1,CS1_1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL34 HF DB,BET.ALL,C,S,1,CS1_1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORCOR06 HF,COR.COR,C,S,1,CS1_1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN16 HF DB,ACE.PEN,C,L,1,CL1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER01 HF DB,ILE.VER,C,L,1,CL1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE5 HF DB,VIB.ACE,C,L,1,CL1_9,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 3 HF DB,COM.PER,C,L,1,CL1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER06 HF DB,ILE.VER,C,L,1,CL1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRUPEN 21 HF DB,PRU.PEN,C,L,1,CL1_8,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN16 HF DB,ACE.PEN,C,L,1,CL1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL32 HF DB,BET.ALL,C,L,1,CL1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 12 HF DB,ILE.MUC,C,L,1,CL1_7,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEMUC 11 HF DB,ILE.MUC,C,L,1,CL1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILEVER09 HF DB,ILE.VER,C,L,1,CL1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIBACE07 HF DB,VIB.ACE,C,L,1,CL1_6,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACESAC18 HF DB,ACE.SAC,C,L,1,CL1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPER 2 HF DB,COM.PER,C,L,1,CL1_5,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
