"id","leaf_day(15)","flo_day","budburst(9)","Leaf_expand(11)","name","GEN.SPA","Force","Light","Chill","good_flaskid"
"PRUPEN 24 HF DB_WL1_1",22,22,9,14,"PRUPEN 24 HF DB","PRU.PEN","W","L",1,"WL1_1"
"PRUVIR 2 HF DB_WL1_1",48,NA,33,37,"PRUVIR 2 HF DB","PRU.VIR","W","L",1,"WL1_1"
"ACEPEN15 HF DB_CS1_9",62,NA,48,48,"ACEPEN15 HF DB","ACE.PEN","C","S",1,"CS1_9"
"COMPER 8 HF DB_CS1_9",62,35,40,51,"COMPER 8 HF DB","COM.PER","C","S",1,"CS1_9"
"PRUPEN 21 HF DB_CS1_9",48,NA,30,35,"PRUPEN 21 HF DB","BET.SPP","C","S",1,"CS1_9"
"COMPER 6 HF DB_CS1_8",NA,28,48,NA,"COMPER 6 HF DB","COM.PER","C","S",1,"CS1_8"
"CORCOR 16 HF DB_CS1_8",NA,NA,54,NA,"CORCOR 16 HF DB","COR.COR","C","S",1,"CS1_8"
"PRUPEN 22 HF DB_CS1_8",40,37,17,35,"PRUPEN 22 HF DB","PRU.PEN","C","S",1,"CS1_8"
"ACESAC11 HF DB_CS1_7",97,NA,86,91,"ACESAC11 HF DB","ACE.SAC","C","S",1,"CS1_7"
"BETALL26 HF DB_CS1_7",65,NA,30,56,"BETALL26 HF DB","BET.ALL","C","S",1,"CS1_7"
"PRUPEN 21 HF DB_CS1_7",45,NA,33,35,"PRUPEN 21 HF DB","BET.SPP","C","S",1,"CS1_7"
"ACEPEN18 HF DB_CS1_6",51,51,35,45,"ACEPEN18 HF DB","ACE.PEN","C","S",1,"CS1_6"
"BETALL32 HF DB_CS1_6",59,NA,48,54,"BETALL32 HF DB","BET.ALL","C","S",1,"CS1_6"
"VACCOR 6 HF DB_CS1_6",45,NA,37,42,"VACCOR 6 HF DB","VAC.COR","C","S",1,"CS1_6"
"ACERUB28 HF DB_CS1_5",NA,NA,NA,NA,"ACERUB28 HF DB","ACE.RUB","C","S",1,"CS1_5"
"PRUVIR 7 HF DB_CS1_5",NA,NA,NA,NA,"PRUVIR 7 HF DB","AME.SPP","C","S",1,"CS1_5"
"VACCOR 9 HF DB_CS1_5",30,NA,17,26,"VACCOR 9 HF DB","VAC.COR","C","S",1,"CS1_5"
"COMPER 8 HF DB_CS1_4",68,28,33,37,"COMPER 8 HF DB","COM.PER","C","S",1,"CS1_4"
"VACCOR 9 HF DB_CS1_4",30,NA,12,19,"VACCOR 9 HF DB","VAC.COR","C","S",1,"CS1_4"
"VIBACE10 HF DB_CS1_4",54,82,45,51,"VIBACE10 HF DB","VIB.ACE","C","S",1,"CS1_4"
"ACESAC11 HF DB_CS1_3",97,NA,86,91,"ACESAC11 HF DB","ACE.SAC","C","S",1,"CS1_3"
"CORCOR14 HF DB_CS1_3",62,NA,54,62,"CORCOR14 HF DB","COR.COR","C","S",1,"CS1_3"
"ILEVER03 HF DB_CS1_3",35,107,28,33,"ILEVER03 HF DB","ILE.VER","C","S",1,"CS1_3"
"ACERUB23 HF DB_CS1_24",NA,NA,NA,NA,"ACERUB23 HF DB","ACE.RUB","C","S",1,"CS1_24"
"VACCOR 3 HF DB_CS1_24",33,37,17,26,"VACCOR 3 HF DB","VAC.COR","C","S",1,"CS1_24"
"VIBACE02 HF DB_CS1_24",62,97,48,54,"VIBACE02 HF DB","VIB.ACE","C","S",1,"CS1_24"
"CORCOR 15 HF DB_CS1_23",82,40,68,79,"CORCOR 15 HF DB","COR.COR","C","S",1,"CS1_23"
"ILEMUC 12 HF DB_CS1_23",NA,NA,NA,NA,"ILEMUC 12 HF DB","ILE.MUC","C","S",1,"CS1_23"
"VACCOR 3 HF DB_CS1_23",35,NA,22,33,"VACCOR 3 HF DB","VAC.COR","C","S",1,"CS1_23"
"ACERUB28 HF DB_CS1_22",NA,NA,NA,NA,"ACERUB28 HF DB","ACE.RUB","C","S",1,"CS1_22"
"COMPER 6 HF DB_CS1_22",91,28,37,65,"COMPER 6 HF DB","COM.PER","C","S",1,"CS1_22"
"CORCOR 15 HF DB_CS1_22",73,37,62,68,"CORCOR 15 HF DB","COR.COR","C","S",1,"CS1_22"
"BETALL26 HF DB_CS1_21",65,NA,51,54,"BETALL26 HF DB","BET.ALL","C","S",1,"CS1_21"
"ILEVER01 HF DB_CS1_21",37,NA,28,35,"ILEVER01 HF DB","ILE.VER","C","S",1,"CS1_21"
"VIBACE07 HF DB_CS1_21",51,NA,42,45,"VIBACE07 HF DB","VIB.ACE","C","S",1,"CS1_21"
"ACERUB27 HF DB_CS1_20",NA,NA,NA,NA,"ACERUB27 HF DB","ACE.RUB","C","S",1,"CS1_20"
"ILEMUC 13 HF DB_CS1_20",NA,NA,NA,NA,"ILEMUC 13 HF DB","ILE.MUC","C","S",1,"CS1_20"
"PRUPEN16 HF DB_CS1_20",37,NA,12,26,"PRUPEN16 HF DB","PRU.PEN","C","S",1,"CS1_20"
"ILEMUC 14 HF DB_CS1_2",NA,NA,NA,NA,"ILEMUC 14 HF DB","ILE.MUC","C","S",1,"CS1_2"
"PRUPEN 21 HF DB_CS1_2",48,NA,33,37,"PRUPEN 21 HF DB","BET.SPP","C","S",1,"CS1_2"
"VIBACE4 HF DB_CS1_2",68,NA,56,56,"VIBACE4 HF DB","VIB.ACE","C","S",1,"CS1_2"
"ACEPEN18 HF DB_CS1_19",54,54,40,51,"ACEPEN18 HF DB","ACE.PEN","C","S",1,"CS1_19"
"ILEMUC 11 HF DB_CS1_19",NA,NA,NA,NA,"ILEMUC 11 HF DB","ILE.MUC","C","S",1,"CS1_19"
"PRUVIR 4 HF DB_CS1_19",NA,NA,NA,NA,"PRUVIR 4 HF DB","PRU.VIR","C","S",1,"CS1_19"
"ACEPEN19 HF DB_CS1_18",54,54,40,48,"ACEPEN19 HF DB","ACE.PEN","C","S",1,"CS1_18"
"PRUVIR 4 HF DB_CS1_18",NA,NA,NA,NA,"PRUVIR 4 HF DB","PRU.VIR","C","S",1,"CS1_18"
"VIBACE01 HF DB_CS1_18",73,NA,62,65,"VIBACE01 HF DB","VIB.ACE","C","S",1,"CS1_18"
"ACERUB25 HF DB_CS1_17",89,NA,79,86,"ACERUB25 HF DB","ACE.RUB","C","S",1,"CS1_17"
"ACESAC12 HF DB_CS1_17",97,NA,89,94,"ACESAC12 HF DB","ACE.SAC","C","S",1,"CS1_17"
"BETALL25 HF DB_CS1_17",51,NA,45,48,"BETALL25 HF DB","BET.ALL","C","S",1,"CS1_17"
"ACEPEN20 HF DB_CS1_16",56,NA,40,48,"ACEPEN20 HF DB","ACE.PEN","C","S",1,"CS1_16"
"ACESAC19 HF DB_CS1_16",NA,NA,NA,NA,"ACESAC19 HF DB","ACE.SAC","C","S",1,"CS1_16"
"ILEMUC 10 HF DB_CS1_16",NA,NA,NA,NA,"ILEMUC 10 HF DB","ILE.MUC","C","S",1,"CS1_16"
"COMPER 1 HF DB_CS1_15",48,30,33,40,"COMPER 1 HF DB","COM.PER","C","S",1,"CS1_15"
"CORCOR09_HF_CS1_15",65,40,56,62,"CORCOR09_HF","COR.COR","C","S",1,"CS1_15"
"ILEVER01 HF DB_CS1_15",28,NA,19,24,"ILEVER01 HF DB","ILE.VER","C","S",1,"CS1_15"
"ILEMUC 11 HF DB_CS1_14",NA,NA,NA,NA,"ILEMUC 11 HF DB","ILE.MUC","C","S",1,"CS1_14"
"ILEVER05 HF DB_CS1_14",30,NA,22,28,"ILEVER05 HF DB","ILE.VER","C","S",1,"CS1_14"
"PRUVIR 5 HF DB_CS1_14",NA,NA,NA,NA,"PRUVIR 5 HF DB","PRU.VIR","C","S",1,"CS1_14"
"ILEVER6 HF DB_CS1_13",42,104,33,40,"ILEVER6 HF DB","ILE.VER","C","S",1,"CS1_13"
"PRUPEN16 HF DB_CS1_13",37,45,12,28,"PRUPEN16 HF DB","PRU.PEN","C","S",1,"CS1_13"
"PRUVIR 5 HF DB_CS1_13",NA,NA,NA,NA,"PRUVIR 5 HF DB","PRU.VIR","C","S",1,"CS1_13"
"ACEPEN14 HF DB_CS1_12",NA,NA,NA,NA,"ACEPEN14 HF DB","ACE.PEN","C","S",1,"CS1_12"
"COMPER 6 HF DB_CS1_12",48,NA,33,40,"COMPER 6 HF DB","COM.PER","C","S",1,"CS1_12"
"ILEVER05 HF DB_CS1_12",40,NA,33,35,"ILEVER05 HF DB","ILE.VER","C","S",1,"CS1_12"
"ACERUB22 HF DB_CS1_11",NA,NA,112,112,"ACERUB22 HF DB","ACE.RUB","C","S",1,"CS1_11"
"PRUVIR 7 HF DB_CS1_11",104,NA,99,101,"PRUVIR 7 HF DB","AME.SPP","C","S",1,"CS1_11"
"VACCOR 10 HF DB_CS1_11",37,33,17,26,"VACCOR 10 HF DB","VAC.COR","C","S",1,"CS1_11"
"ACESAC12 HF DB_CS1_10",82,NA,76,79,"ACESAC12 HF DB","ACE.SAC","C","S",1,"CS1_10"
"BETALL26 HF DB_CS1_10",51,NA,48,48,"BETALL26 HF DB","BET.ALL","C","S",1,"CS1_10"
"VIBACE? HF DB_CS1_10",NA,NA,91,NA,"VIBACE? HF DB","VIB.ACE","C","S",1,"CS1_10"
"ACESAC17 HF DB_CS1_1",110,NA,101,110,"ACESAC17 HF DB","ACE.SAC","C","S",1,"CS1_1"
"BETALL34 HF DB_CS1_1",70,NA,56,65,"BETALL34 HF DB","BET.ALL","C","S",1,"CS1_1"
"CORCOR06 HF_CS1_1",48,NA,37,42,"CORCOR06 HF","COR.COR","C","S",1,"CS1_1"
"ACEPEN16 HF DB_CL1_9",48,56,33,42,"ACEPEN16 HF DB","ACE.PEN","C","L",1,"CL1_9"
"ILEVER01 HF DB_CL1_9",33,NA,26,30,"ILEVER01 HF DB","ILE.VER","C","L",1,"CL1_9"
"VIBACE5 HF DB_CL1_9",45,NA,35,40,"VIBACE5 HF DB","VIB.ACE","C","L",1,"CL1_9"
"COMPER 3 HF DB_CL1_8",56,35,40,48,"COMPER 3 HF DB","COM.PER","C","L",1,"CL1_8"
"ILEVER06 HF DB_CL1_8",30,NA,24,26,"ILEVER06 HF DB","ILE.VER","C","L",1,"CL1_8"
"PRUPEN 21 HF DB_CL1_8",40,NA,30,35,"PRUPEN 21 HF DB","BET.SPP","C","L",1,"CL1_8"
"ACEPEN16 HF DB_CL1_7",51,45,33,42,"ACEPEN16 HF DB","ACE.PEN","C","L",1,"CL1_7"
"BETALL32 HF DB_CL1_7",65,NA,54,56,"BETALL32 HF DB","BET.ALL","C","L",1,"CL1_7"
"ILEMUC 12 HF DB_CL1_7",51,54,45,48,"ILEMUC 12 HF DB","ILE.MUC","C","L",1,"CL1_7"
"ILEMUC 11 HF DB_CL1_6",45,54,37,42,"ILEMUC 11 HF DB","ILE.MUC","C","L",1,"CL1_6"
"ILEVER09 HF DB_CL1_6",28,NA,28,28,"ILEVER09 HF DB","ILE.VER","C","L",1,"CL1_6"
"VIBACE07 HF DB_CL1_6",51,NA,35,42,"VIBACE07 HF DB","VIB.ACE","C","L",1,"CL1_6"
"ACESAC18 HF DB_CL1_5",NA,NA,99,NA,"ACESAC18 HF DB","ACE.SAC","C","L",1,"CL1_5"
"COMPER 2 HF DB_CL1_5",62,35,48,56,"COMPER 2 HF DB","COM.PER","C","L",1,"CL1_5"
"PRUVIR 2 HF DB_CL1_5",NA,NA,NA,NA,"PRUVIR 2 HF DB","PRU.VIR","C","L",1,"CL1_5"
"ACEPEN20 HF DB_CL1_4",51,NA,28,40,"ACEPEN20 HF DB","ACE.PEN","C","L",1,"CL1_4"
"ACERUB23 HF DB_CL1_4",NA,NA,110,NA,"ACERUB23 HF DB","ACE.RUB","C","L",1,"CL1_4"
"BETALL25 HF DB_CL1_4",51,NA,35,40,"BETALL25 HF DB","BET.ALL","C","L",1,"CL1_4"
"COMPER 1 HF DB_CL1_3",54,30,33,37,"COMPER 1 HF DB","COM.PER","C","L",1,"CL1_3"
"CORCOR07_HF_CL1_3",65,62,54,59,"CORCOR07_HF","COR.COR","C","L",1,"CL1_3"
"ILEMUC 9 HF DB_CL1_3",45,42,33,42,"ILEMUC 9 HF DB","ILE.MUC","C","L",1,"CL1_3"
"ACEPEN17 HF DB_CL1_24",51,54,37,48,"ACEPEN17 HF DB","ACE.PEN","C","L",1,"CL1_24"
"COMPER 1 HF DB_CL1_24",48,19,35,37,"COMPER 1 HF DB","COM.PER","C","L",1,"CL1_24"
"ILEMUC 14 HF DB_CL1_24",42,NA,33,37,"ILEMUC 14 HF DB","ILE.MUC","C","L",1,"CL1_24"
"CORCOR 17 HF DB_CL1_23",56,45,48,51,"CORCOR 17 HF DB","COR.COR","C","L",1,"CL1_23"
"ILEVER03 HF DB_CL1_23",NA,NA,22,28,"ILEVER03 HF DB","ILE.VER","C","L",1,"CL1_23"
"PRUPEN 22 HF DB_CL1_23",22,35,12,17,"PRUPEN 22 HF DB","PRU.PEN","C","L",1,"CL1_23"
"CORCOR 15 HF DB_CL1_22",68,33,62,65,"CORCOR 15 HF DB","COR.COR","C","L",1,"CL1_22"
"PRUPEN 22 HF DB_CL1_22",42,NA,28,33,"PRUPEN 22 HF DB","PRU.PEN","C","L",1,"CL1_22"
"VIBACE07 HF DB_CL1_22",40,73,33,35,"VIBACE07 HF DB","VIB.ACE","C","L",1,"CL1_22"
"BETALL26 HF DB_CL1_21",62,NA,48,51,"BETALL26 HF DB","BET.ALL","C","L",1,"CL1_21"
"CORCOR 15 HF DB_CL1_21",65,33,54,62,"CORCOR 15 HF DB","COR.COR","C","L",1,"CL1_21"
"VACCOR 6 HF DB_CL1_21",37,33,24,30,"VACCOR 6 HF DB","VAC.COR","C","L",1,"CL1_21"
"ACESAC17 HF DB_CL1_20",89,NA,79,82,"ACESAC17 HF DB","ACE.SAC","C","L",1,"CL1_20"
"COMPER 1 HF DB_CL1_20",51,37,35,42,"COMPER 1 HF DB","COM.PER","C","L",1,"CL1_20"
"VACCOR 8 HF DB_CL1_20",26,26,12,19,"VACCOR 8 HF DB","VAC.COR","C","L",1,"CL1_20"
"ACESAC17 HF DB_CL1_2",86,NA,82,84,"ACESAC17 HF DB","ACE.SAC","C","L",1,"CL1_2"
"BETALL33 HF DB_CL1_2",76,NA,65,68,"BETALL33 HF DB","BET.ALL","C","L",1,"CL1_2"
"ILEVER07 HF DB_CL1_2",28,NA,22,26,"ILEVER07 HF DB","ILE.VER","C","L",1,"CL1_2"
"ACESAC13 HF DB_CL1_19",84,NA,82,84,"ACESAC13 HF DB","ACE.SAC","C","L",1,"CL1_19"
"PRUVIR 5 HF DB_CL1_19",NA,NA,59,NA,"PRUVIR 5 HF DB","PRU.VIR","C","L",1,"CL1_19"
"VIBACE02 HF DB_CL1_19",51,NA,42,45,"VIBACE02 HF DB","VIB.ACE","C","L",1,"CL1_19"
"ACERUB22 HF DB_CL1_18",99,NA,94,94,"ACERUB22 HF DB","ACE.RUB","C","L",1,"CL1_18"
"PRUVIR 4 HF DB_CL1_18",65,79,62,62,"PRUVIR 4 HF DB","PRU.VIR","C","L",1,"CL1_18"
"VIBACE5 HF DB_CL1_18",40,76,33,35,"VIBACE5 HF DB","VIB.ACE","C","L",1,"CL1_18"
"ILEMUC 12 HF DB_CL1_17",42,45,35,40,"ILEMUC 12 HF DB","ILE.MUC","C","L",1,"CL1_17"
"PRUVIR 6 HF DB_CL1_17",NA,NA,99,107,"PRUVIR 6 HF DB","PRU.VIR","C","L",1,"CL1_17"
"VACCOR 2 HF DB_CL1_17",33,35,22,26,"VACCOR 2 HF DB","VAC.COR","C","L",1,"CL1_17"
"ACEPEN20 HF DB_CL1_16",59,NA,40,51,"ACEPEN20 HF DB","ACE.PEN","C","L",1,"CL1_16"
"ACESAC18 HF DB_CL1_16",NA,NA,NA,NA,"ACESAC18 HF DB","ACE.SAC","C","L",1,"CL1_16"
"COMPER 1 HF DB_CL1_16",54,28,33,37,"COMPER 1 HF DB","COM.PER","C","L",1,"CL1_16"
"ACESAC19 HF DB_CL1_15",91,NA,89,91,"ACESAC19 HF DB","ACE.SAC","C","L",1,"CL1_15"
"ILEVER09 HF DB1_CL1_15",28,NA,22,24,"ILEVER09 HF DB1","ILE.VER","C","L",1,"CL1_15"
"PRUPEN 21 HF DB_CL1_15",42,NA,33,33,"PRUPEN 21 HF DB","BET.SPP","C","L",1,"CL1_15"
"ACERUB27 HF DB_CL1_14",NA,NA,NA,NA,"ACERUB27 HF DB","ACE.RUB","C","L",1,"CL1_14"
"CORCOR09_HF_CL1_14",62,NA,48,54,"CORCOR09_HF","COR.COR","C","L",1,"CL1_14"
"VACCOR 2 HF DB_CL1_14",45,30,17,26,"VACCOR 2 HF DB","VAC.COR","C","L",1,"CL1_14"
"ACERUB26 HF DB_CL1_13",91,NA,84,89,"ACERUB26 HF DB","ACE.RUB","C","L",1,"CL1_13"
"ILEMUC 11 HF DB_CL1_13",35,NA,22,26,"ILEMUC 11 HF DB","ILE.MUC","C","L",1,"CL1_13"
"PRUVIR 6 HF DB_CL1_13",54,76,33,48,"PRUVIR 6 HF DB","PRU.VIR","C","L",1,"CL1_13"
"ACERUB22 HF DB_CL1_12",99,NA,91,94,"ACERUB22 HF DB","ACE.RUB","C","L",1,"CL1_12"
"PRUVIR 7 HF DB_CL1_12",NA,NA,NA,NA,"PRUVIR 7 HF DB","AME.SPP","C","L",1,"CL1_12"
"VIBACE10 HF DB_CL1_12",51,82,37,42,"VIBACE10 HF DB","VIB.ACE","C","L",1,"CL1_12"
"ACEPEN15 HF DB_CL1_11",62,59,40,51,"ACEPEN15 HF DB","ACE.PEN","C","L",1,"CL1_11"
"ACERUB22 HF DB_CL1_11",97,NA,89,94,"ACERUB22 HF DB","ACE.RUB","C","L",1,"CL1_11"
"PRUPEN 26 HF DB_CL1_11",35,33,12,22,"PRUPEN 26 HF DB","PRU.PEN","C","L",1,"CL1_11"
"BETALL31 HF DB_CL1_10",56,NA,42,51,"BETALL31 HF DB","BET.ALL","C","L",1,"CL1_10"
"PRUPEN 24 HF DB_CL1_10",45,NA,30,35,"PRUPEN 24 HF DB","PRU.PEN","C","L",1,"CL1_10"
"VACCOR 6 HF DB_CL1_10",35,NA,26,33,"VACCOR 6 HF DB","VAC.COR","C","L",1,"CL1_10"
"BETALL26 HF DB_CL1_1",56,NA,42,51,"BETALL26 HF DB","BET.ALL","C","L",1,"CL1_1"
"CORCOR07_HF_CL1_1",54,NA,45,48,"CORCOR07_HF","COR.COR","C","L",1,"CL1_1"
"VACCOR 1 HF DB_CL1_1",28,33,12,24,"VACCOR 1 HF DB","VAC.COR","C","L",1,"CL1_1"
